entity_id	valid	rejected	polled	electors	PA	UNP	Ind 2	SMBP	Ind 1	SLPF
LK-9112	65038.0	997.0	66037.0	83491.0	38220.0	25860.0	436.0	224.0	160.0	140.0
LK-1303	63850.0	923.0	64772.0	89557.0	42951.0	20031.0	166.0	345.0	199.0	163.0
EC-03A	63848	922	64770	89554	42951	20032	166	340	198	161
LK-1212	63823.0	1444.0	65266.0	89454.0	40286.0	22586.0	247.0	273.0	211.0	221.0
EC-02E	63821	1446	65267	89455	40288	22585	248	270	208	222
LK-2130	63459.0	1496.0	64950.0	88077.0	34659.0	27633.0	271.0	590.0	197.0	107.0
EC-18C	63136	1716	64852	87535	36865	25284	527	169	118	173
EC-05A	62906	1458	64364	85870	37869	23746	602	273	187	229
LK-1106	62502.0	1121.0	63614.0	90168.0	40292.0	21315.0	200.0	330.0	200.0	158.0
EC-01H	62498	1120	63618	90167	40296	21313	202	330	201	156
EC-02A	61720	922	62642	85516	37373	23671	180	183	214	99
LK-1218	61719.0	922.0	62641.0	85516.0	37377.0	23673.0	178.0	179.0	215.0	98.0
EC-17E	61100	1304	62404	79687	42661	17331	547	191	112	258
EC-20C	60623	1553	62176	84310	38050	21090	600	414	174	295
EC-03G	60500	660	61160	83849	36364	23487	246	115	135	153
LK-1324	60499.0	664.0	61155.0	83848.0	36361.0	23488.0	250.0	114.0	138.0	150.0
EC-03F	60493	929	61422	86437	37490	22209	237	226	170	161
LK-1321	60492.0	931.0	61421.0	86434.0	37493.0	22207.0	235.0	221.0	176.0	161.0
LK-1230	59854.0	868.0	60717.0	80411.0	39153.0	19917.0	281.0	227.0	160.0	126.0
EC-02K	59850	867	60717	80415	39151	19920	283	228	152	116
EC-02D	59637	832	60469	77104	35220	23749	235	169	149	115
LK-1209	59634.0	838.0	60473.0	77103.0	35226.0	23746.0	235.0	169.0	148.0	122.0
EC-03C	58922	932	59854	77877	36064	21886	351	262	212	147
EC-16C	58421	936	59357	83057	35415	22240	382	133	121	130
EC-07E	58038	1059	59097	74337	34003	23216	282	157	172	208
EC-21D	57403	1277	58680	73136	32501	23943	353	257	154	195
EC-15C	57283	962	58245	76083	33582	22893	367	157	118	166
LK-1239	57042.0	929.0	57969.0	80602.0	36461.0	19677.0	202.0	338.0	233.0	127.0
EC-02L	57040	930	57970	80600	36459	19678	201	340	235	127
LK-4	56947	822	57769	776280	50519	4716	1344	132	93	143
EC-01K	55728	1313	57041	81213	31132	23126	290	787	230	163
EC-07F	55479	952	56431	74331	33932	20785	272	174	131	185
EC-16E	55463	994	56457	78919	33874	21004	228	134	121	102
EC-03E	55250	1045	56295	80135	33726	20667	286	202	168	201
EC-03H	55246	893	56139	78540	32467	21903	322	190	163	201
EC-02M	55215	920	56135	78191	35601	18825	151	344	187	107
LK-1236	55214.0	920.0	56133.0	78192.0	35599.0	18826.0	149.0	343.0	186.0	107.0
EC-21F	55178	836	56014	66888	31980	22172	531	202	141	152
EC-16B	54762	1045	55807	80010	35977	17821	475	176	122	191
EC-21E	54384	1057	55441	69702	27997	25338	453	253	189	154
LK-1203	54350.0	759.0	55108.0	80589.0	31649.0	22129.0	185.0	134.0	172.0	80.0
EC-02B	54348	761	55109	80589	31648	22131	184	133	172	80
EC-21A	53997	705	54702	71614	32647	20589	366	166	125	104
EC-09C	53405	789	54194	80917	33442	18680	319	332	170	462
EC-15I	53349	773	54122	69233	29638	22999	295	167	146	104
EC-15H	53214	651	53865	68616	33528	19095	224	152	114	101
LK-6178	53214.0	654.0	53865.0	68618.0	33527.0	19099.0	225.0	151.0	113.0	103.0
EC-15A	52891	858	53749	69872	33011	19033	377	164	130	176
EC-22A	52683	795	53478	70142	28939	22989	329	159	133	134
LK-9218	52682.0	794.0	53476.0	70140.0	28937.0	22986.0	327.0	158.0	130.0	131.0
EC-08G	51982	675	52657	77479	34583	16708	201	173	145	172
EC-15J	51806	738	52544	69064	30516	20613	244	170	151	112
EC-08C	51655	903	52558	74562	32632	18165	327	175	145	211
EC-07D	51600	773	52373	71765	32213	18747	224	160	124	132
LK-9148	51247.0	935.0	52182.0	67036.0	33286.0	16721.0	496.0	346.0	165.0	230.0
EC-08A	50765	1293	52058	71106	30662	18819	465	316	213	290
EC-04L	50067	1524	51591	66812	29558	19692	350	193	169	105
EC-15D	49891	919	50810	67182	28159	20880	405	178	121	148
EC-20B	49108	1456	50564	64229	31950	15801	687	234	175	261
EC-15B	49067	834	49901	64434	30415	17932	294	145	117	164
EC-01I	48945	762	49707	71213	31646	16331	118	521	232	97
LK-1124	48945.0	762.0	49707.0	71213.0	31648.0	16330.0	118.0	522.0	234.0	97.0
EC-08F	48872	648	49520	73461	32503	15751	152	205	138	123
LK-3242	48868.0	650.0	49520.0	73460.0	32503.0	15753.0	152.0	204.0	135.0	121.0
EC-08B	48246	828	49074	70889	29756	17473	407	240	163	207
EC-06D	48078	1480	49558	63000	26020	20955	509	226	190	178
LK-2309	48076.0	1482.0	49563.0	62997.0	26013.0	20954.0	509.0	223.0	199.0	190.0
EC-03D	47895	772	48667	63131	27072	20094	281	172	131	145
EC-15G	47842	467	48309	61107	27377	19915	233	109	103	105
EC-12A	47841	730	48571	73640	41821	3930	1731	99	77	183
EC-05D	47678	1636	49314	66238	28300	18187	618	250	169	154
EC-07I	47360	672	48032	64320	29135	17679	111	190	117	128
EC-04M	47007	1509	48516	62996	26785	19423	344	176	169	110
EC-17D	46794	1115	47909	65367	27142	18892	365	141	113	141
LK-3136	46564.0	663.0	47223.0	66220.0	28621.0	17405.0	165.0	142.0	81.0	158.0
EC-07G	46563	660	47223	66221	28618	17406	164	138	81	156
EC-07J	46483	656	47139	66342	29689	16115	220	172	129	158
EC-08E	46377	624	47001	66923	30817	14824	185	185	169	197
EC-08D	45984	655	46639	69050	31038	14133	305	213	128	167
EC-09A	45909	1010	46919	73236	26535	17983	419	389	194	389
EC-22E	45570	803	46373	63001	25400	19367	350	209	143	101
LK-9206	45569.0	799.0	46371.0	63004.0	25399.0	19362.0	350.0	214.0	142.0	101.0
EC-15M	45476	831	46307	60627	28057	16635	348	177	124	135
LK-6160	45476.0	834.0	46309.0	60625.0	28060.0	16635.0	349.0	175.0	129.0	134.0
EC-16A	45428	1043	46471	73757	29040	15542	531	75	122	118
EC-16D	44994	576	45570	64449	27856	16721	180	81	86	70
EC-21C	44903	906	45809	56593	24076	19994	405	172	138	118
LK-9124	44903.0	909.0	45810.0	56593.0	24076.0	19992.0	406.0	172.0	138.0	119.0
EC-19A	44135	1302	45437	58235	18218	24842	446	213	213	203
LK-1306	44060.0	627.0	44688.0	58656.0	27411.0	16010.0	213.0	181.0	125.0	116.0
EC-04C	43877	1652	45529	57482	23082	19995	349	175	167	109
EC-17C	43677	943	44620	62048	27421	15490	310	220	102	134
EC-09B	43502	652	44154	66091	26335	16150	273	294	165	285
EC-04J	43399	934	44333	58455	25099	17621	226	220	103	130
LK-2136	43396.0	935.0	44333.0	58452.0	25097.0	17623.0	229.0	222.0	107.0	132.0
LK-2306	43291.0	1200.0	44489.0	54001.0	22917.0	19608.0	354.0	160.0	151.0	105.0
EC-06C	43287	1202	44489	54001	22917	19609	350	162	153	96
EC-04F	43140	1081	44221	56925	24150	18243	285	238	122	102
LK-2127	43140.0	1077.0	44220.0	56932.0	24151.0	18247.0	281.0	236.0	121.0	106.0
EC-12C	42999	848	43847	64365	40489	631	1611	102	59	107
EC-06B	42716	1651	44367	56977	22034	19708	555	137	140	142
LK-2303	42716.0	1656.0	44363.0	56976.0	22037.0	19709.0	556.0	137.0	140.0	146.0
EC-01A	42608	947	43555	63528	26250	15924	138	118	103	75
LK-2139	42404.0	945.0	43345.0	56669.0	24201.0	17446.0	290.0	215.0	151.0	120.0
EC-04K	42399	945	43344	56671	24199	17442	287	215	155	101
EC-15L	42278	682	42960	59146	24685	17005	188	158	151	91
LK-5112	42188.0	625.0	42812.0	72712.0	35104.0	5758.0	989.0	83.0	138.0	114.0
EC-05C	42170	1253	43423	58638	25234	16006	379	288	126	137
EC-18B	42168	965	43133	55264	23977	17588	313	112	67	111
EC-22H	42063	602	42665	56451	23340	18038	298	137	131	119
LK-9221	42063.0	603.0	42665.0	56451.0	23339.0	18038.0	298.0	136.0	131.0	116.0
LK-1131	41520.0	888.0	42406.0	59748.0	28667.0	12274.0	84.0	272.0	149.0	72.0
EC-01G	41519	887	42406	59749	28666	12275	83	273	151	71
EC-18A	41504	1204	42708	57393	25779	15079	279	134	64	169
EC-07H	41338	615	41953	62011	23587	17258	83	185	127	98
LK-3139	41337.0	612.0	41953.0	62012.0	23589.0	17255.0	83.0	183.0	129.0	97.0
EC-15K	41062	647	41709	55872	23447	17030	216	165	108	96
EC-15E	41012	610	41622	53579	25612	14862	231	118	87	102
LK-6136	41011.0	611.0	41621.0	53580.0	25610.0	14865.0	232.0	116.0	85.0	106.0
EC-22G	40952	992	41944	57328	21930	18200	409	180	123	110
EC-04H	40167	912	41079	55740	22323	17152	172	335	123	62
LK-8130	40154.0	1485.0	41637.0	53644.0	22178.0	17277.0	285.0	163.0	129.0	121.0
EC-19G	40152	1482	41634	53643	22177	17280	284	164	126	121
EC-05B	40011	897	40908	48525	26092	13013	507	137	119	143
EC-17A	39938	667	40605	55792	25938	13185	401	126	106	182
LK-1309	39938.0	628.0	40568.0	52781.0	24445.0	14836.0	237.0	177.0	144.0	101.0
EC-17B	39886	581	40467	51975	26000	13287	297	80	86	136
EC-19H	39733	2003	41736	56426	23648	15072	464	236	152	161
EC-22B	39669	696	40365	54044	22942	16086	307	132	98	104
LK-9215	39668.0	697.0	40363.0	54044.0	22946.0	16085.0	303.0	132.0	97.0	106.0
EC-07B	39513	514	40027	56041	25258	13735	163	140	101	116
EC-20A	39467	928	40395	50852	24271	13867	674	209	200	246
EC-11	39372	681	40053	179858	33585	4493	1003	96	77	118
EC-15F	39200	515	39715	52667	23158	15482	234	114	103	109
EC-22C	38815	751	39566	54933	24126	14150	197	140	87	115
LK-9212	38815.0	751.0	39564.0	54930.0	24128.0	14148.0	195.0	142.0	83.0	114.0
EC-17G	38704	789	39493	50969	23583	14517	324	110	75	95
EC-14C	38152	495	38647	61949	25721	11209	946	74	82	120
LK-5327	38151.0	498.0	38649.0	61948.0	25722.0	11207.0	946.0	74.0	81.0	119.0
EC-13B	38082	480	38562	51991	30890	6056	918	50	89	79
EC-04G	37997	921	38918	50376	19303	18076	318	107	119	74
LK-2145	37996.0	918.0	38916.0	50375.0	19303.0	18071.0	315.0	102.0	116.0	84.0
EC-22I	37700	915	38615	52714	18793	18179	375	131	128	94
EC-01F	37470	614	38084	55301	23977	12783	111	326	195	78
LK-1130	37470.0	615.0	38085.0	55302.0	23977.0	12785.0	109.0	327.0	196.0	79.0
EC-01D	37415	843	38258	57049	23867	12806	115	373	182	72
EC-19F	37077	1267	38344	47127	20307	16031	335	134	129	141
LK-8127	37076.0	1265.0	38345.0	47124.0	20308.0	16028.0	337.0	131.0	129.0	143.0
EC-13C	36510	352	36862	50248	31511	4092	701	58	70	78
LK-9203	35722.0	763.0	36483.0	50000.0	21226.0	13902.0	259.0	141.0	91.0	112.0
EC-22D	35720	761	36481	49996	21224	13899	259	144	84	110
EC-19E	35522	1861	37383	48807	20090	14430	491	212	153	146
LK-8124	35521.0	1861.0	37382.0	48804.0	20093.0	14430.0	490.0	210.0	153.0	145.0
EC-04D	35435	892	36327	42700	22944	11906	277	86	96	126
LK-1115	35419.0	836.0	36254.0	51614.0	19788.0	14695.0	181.0	502.0	148.0	107.0
LK-6163	35353.0	699.0	36046.0	49111.0	20244.0	14374.0	326.0	139.0	107.0	171.0
EC-15N	35350	699	36049	49109	20241	14374	322	142	100	171
EC-07C	35029	583	35612	53066	22470	11934	244	127	81	173
EC-21G	34923	469	35392	43279	19993	14434	234	93	87	82
LK-2133	34718.0	761.0	35477.0	45982.0	20259.0	13897.0	248.0	126.0	99.0	96.0
EC-19I	34531	2182	36713	48853	20108	13371	551	221	140	140
EC-01C	34512	617	35129	52007	20837	13162	96	236	124	57
EC-19C	34169	1873	36042	45788	19303	13793	556	176	167	174
LK-6130	33886.0	629.0	34510.0	45624.0	19122.0	14181.0	276.0	120.0	86.0	99.0
LK-2112	33844.0	1274.0	35121.0	44340.0	17807.0	15425.0	270.0	137.0	131.0	81.0
EC-14B	33770	545	34315	67509	28900	3925	697	112	51	85
LK-9118	33194.0	736.0	33935.0	42294.0	18799.0	13848.0	206.0	149.0	90.0	112.0
EC-14A	33018	640	33658	54632	20621	11726	415	85	60	111
EC-04A	32625	517	33142	43462	17288	14862	201	118	95	61
LK-3330	32472.0	487.0	32955.0	49338.0	19660.0	12057.0	204.0	223.0	125.0	213.0
LK-7139	32261.0	769.0	33031.0	45069.0	18715.0	13025.0	252.0	98.0	78.0	98.0
EC-22F	31532	604	32136	42338	17156	13854	224	113	78	107
LK-9209	31529.0	602.0	32139.0	42338.0	17157.0	13855.0	225.0	115.0	75.0	112.0
LK-6172	31394.0	453.0	31852.0	40745.0	17442.0	13530.0	174.0	99.0	87.0	64.0
LK-1312	31257.0	505.0	31765.0	41206.0	17666.0	13116.0	183.0	112.0	83.0	94.0
LK-2142	31118.0	948.0	32067.0	41527.0	18373.0	12241.0	216.0	118.0	107.0	66.0
LK-9142	31023.0	603.0	31629.0	39767.0	15973.0	14456.0	257.0	147.0	109.0	90.0
EC-17F	30992	581	31573	41088	19935	10541	267	86	66	97
LK-1330	30917.0	588.0	31504.0	44845.0	18875.0	11566.0	158.0	109.0	94.0	109.0
LK-3239	30304.0	392.0	30701.0	45172.0	20164.0	9743.0	119.0	101.0	85.0	101.0
LK-2218	30041.0	894.0	30933.0	41768.0	17972.0	11396.0	273.0	204.0	91.0	97.0
EC-07A	29714	375	30089	43988	17307	12087	108	59	83	70
LK-3106	29713.0	374.0	30087.0	43990.0	17311.0	12087.0	108.0	60.0	81.0	71.0
LK-3112	29118.0	433.0	29553.0	40499.0	18177.0	10579.0	122.0	88.0	71.0	75.0
LK-6245	28945.0	522.0	29470.0	41184.0	17679.0	10964.0	119.0	66.0	64.0	56.0
LK-3145	28756.0	413.0	29160.0	39046.0	17689.0	10732.0	70.0	111.0	74.0	78.0
LK-3133	28594.0	370.0	28964.0	40551.0	18278.0	9939.0	117.0	98.0	75.0	83.0
EC-19D	28243	958	29201	40039	17416	10210	255	182	104	76
LK-8121	28243.0	958.0	29200.0	40039.0	17417.0	10211.0	254.0	180.0	104.0	74.0
LK-3206	28059.0	714.0	28774.0	39302.0	16952.0	10401.0	257.0	174.0	116.0	162.0
LK-6127	27870.0	465.0	28332.0	37014.0	16337.0	11140.0	176.0	84.0	67.0	87.0
LK-6184	27496.0	394.0	27888.0	36657.0	16194.0	10940.0	130.0	86.0	81.0	70.0
EC-19B	27487	1002	28489	36342	15304	11227	456	145	183	172
LK-7115	27288.0	588.0	27877.0	38759.0	17127.0	9676.0	192.0	138.0	62.0	85.0
LK-2233	27170.0	933.0	28102.0	37746.0	16127.0	10365.0	352.0	139.0	102.0	92.0
LK-7206	27104.0	620.0	27723.0	35517.0	15409.0	11305.0	203.0	72.0	44.0	71.0
LK-3154	27030.0	382.0	27419.0	38586.0	17269.0	9369.0	131.0	97.0	74.0	90.0
LK-6145	26963.0	355.0	27317.0	36225.0	15933.0	10647.0	162.0	77.0	75.0	77.0
LK-7215	26571.0	723.0	27295.0	36834.0	15509.0	10643.0	221.0	73.0	57.0	75.0
LK-6248	26518.0	473.0	26995.0	37734.0	16198.0	10041.0	110.0	65.0	61.0	51.0
LK-2206	26460.0	616.0	27070.0	36118.0	15925.0	9987.0	254.0	113.0	79.0	96.0
LK-8103	26254.0	774.0	27026.0	34641.0	10839.0	14776.0	267.0	127.0	127.0	119.0
LK-6142	26036.0	257.0	26289.0	33256.0	14901.0	10839.0	127.0	61.0	57.0	57.0
LK-6106	25946.0	422.0	26363.0	34280.0	16194.0	9335.0	187.0	80.0	69.0	83.0
LK-7212	25681.0	701.0	26375.0	35603.0	14991.0	10286.0	212.0	72.0	50.0	72.0
LK-2203	25626.0	594.0	26220.0	34987.0	15428.0	9678.0	243.0	109.0	76.0	95.0
LK-2124	25558.0	630.0	26177.0	32985.0	14313.0	10749.0	239.0	94.0	91.0	87.0
EC-04E	25556	625	26181	32992	14309	10742	238	92	90	85
LK-5315	25188.0	406.0	25590.0	50350.0	21555.0	2929.0	519.0	84.0	39.0	60.0
LK-2109	24959.0	547.0	25508.0	33062.0	14567.0	9989.0	180.0	92.0	65.0	64.0
LK-2121	24715.0	618.0	25340.0	29782.0	16000.0	8306.0	187.0	59.0	66.0	85.0
LK-6242	24695.0	315.0	25011.0	35376.0	15291.0	9174.0	99.0	45.0	48.0	39.0
LK-7203	24660.0	718.0	25377.0	34104.0	15314.0	8961.0	168.0	80.0	43.0	98.0
LK-3248	24636.0	332.0	24966.0	35545.0	16370.0	7875.0	94.0	94.0	88.0	106.0
LK-1327	24325.0	460.0	24788.0	35285.0	14853.0	9101.0	124.0	89.0	75.0	88.0
LK-6181	24310.0	344.0	24657.0	32405.0	14318.0	9671.0	114.0	78.0	73.0	59.0
LK-9115	24205.0	534.0	24743.0	30841.0	13708.0	10097.0	149.0	109.0	64.0	80.0
LK-9230	24107.0	585.0	24690.0	33703.0	12017.0	11621.0	239.0	88.0	85.0	60.0
LK-5203	24081.0	524.0	24603.0	33470.0	13269.0	10406.0	192.0	70.0	69.0	73.0
LK-9103	23871.0	307.0	24184.0	31662.0	14432.0	9104.0	162.0	73.0	58.0	48.0
LK-3109	23839.0	394.0	24235.0	36110.0	15291.0	8124.0	167.0	84.0	56.0	118.0
LK-3127	23803.0	408.0	24219.0	31898.0	14564.0	8918.0	118.0	77.0	61.0	83.0
LK-8133	23515.0	1185.0	24699.0	33391.0	13992.0	8922.0	273.0	140.0	89.0	97.0
LK-9136	23485.0	357.0	23840.0	28468.0	13609.0	9436.0	228.0	85.0	59.0	65.0
EC-02P	23342	475	23817	23817	16177	6847	20	190	51	57
EC-01E	23332	460	23792	36915	14329	8557	68	179	180	19
LK-5212	23332.0	509.0	23844.0	32441.0	12863.0	10085.0	185.0	72.0	70.0	75.0
EC-04I	23291	583	23874	32335	12339	10477	98	258	78	41
LK-9227	23125.0	561.0	23688.0	32375.0	12385.0	10277.0	229.0	104.0	68.0	61.0
EC-01P	23070	455	23525	23525	15993	6659	19	246	97	56
LK-3309	22981.0	491.0	23468.0	36495.0	14547.0	7901.0	134.0	162.0	66.0	162.0
LK-2106	22806.0	497.0	23304.0	30205.0	13305.0	9126.0	164.0	83.0	66.0	66.0
LK-3218	22761.0	400.0	23164.0	32857.0	14383.0	8003.0	144.0	78.0	62.0	94.0
LK-3203	22708.0	577.0	23283.0	31803.0	13713.0	8419.0	206.0	145.0	96.0	129.0
LK-3103	22482.0	340.0	22822.0	31265.0	14036.0	8168.0	96.0	69.0	59.0	59.0
LK-6169	21954.0	318.0	22270.0	28488.0	12195.0	9463.0	119.0	69.0	60.0	48.0
LK-6175	21811.0	213.0	22022.0	27856.0	12481.0	9076.0	107.0	50.0	49.0	49.0
LK-9133	21797.0	292.0	22091.0	27015.0	12476.0	9009.0	144.0	56.0	53.0	48.0
LK-3245	21744.0	292.0	22035.0	31373.0	14448.0	6952.0	89.0	89.0	80.0	94.0
LK-3221	21678.0	282.0	21957.0	32308.0	14420.0	6968.0	81.0	73.0	64.0	73.0
LK-3115	21322.0	389.0	21713.0	27312.0	12494.0	8529.0	104.0	57.0	63.0	76.0
LK-1339	21237.0	344.0	21583.0	30192.0	12482.0	8423.0	126.0	75.0	62.0	76.0
LK-7154	21069.0	431.0	21499.0	27747.0	12837.0	7905.0	176.0	63.0	38.0	55.0
LK-6203	21068.0	484.0	21552.0	34206.0	13468.0	7210.0	245.0	35.0	57.0	55.0
LK-1318	21044.0	301.0	21341.0	28018.0	13089.0	7647.0	100.0	90.0	59.0	56.0
LK-6124	21042.0	353.0	21395.0	27944.0	12332.0	8409.0	137.0	67.0	59.0	67.0
LK-7148	20952.0	447.0	21402.0	27327.0	14629.0	5941.0	188.0	64.0	40.0	89.0
LK-2151	20833.0	669.0	21508.0	27929.0	11875.0	8608.0	152.0	81.0	78.0	48.0
LK-6224	20832.0	398.0	21232.0	30437.0	13685.0	6779.0	180.0	66.0	47.0	73.0
LK-8118	20797.0	1140.0	21939.0	27869.0	11749.0	8395.0	341.0	108.0	99.0	106.0
EC-15P	20623	325	20948	20948	12412	7992	21	95	41	62
EC-11B	20595	444	21039	72434	16861	3026	499	68	63	78
LK-43	20595	444	21039	72434	16861	3026	499	68	63	78
LK-2230	20511.0	704.0	21211.0	28494.0	12172.0	7823.0	266.0	109.0	71.0	68.0
LK-9106	20368.0	266.0	20634.0	27014.0	12314.0	7768.0	138.0	63.0	46.0	37.0
LK-6154	20364.0	326.0	20690.0	28491.0	11892.0	8190.0	94.0	76.0	72.0	45.0
LK-7109	20314.0	339.0	20649.0	28375.0	13192.0	6707.0	202.0	62.0	55.0	92.0
LK-1118	20312.0	481.0	20791.0	29599.0	11345.0	8430.0	103.0	286.0	84.0	62.0
LK-6239	20295.0	261.0	20555.0	29079.0	12567.0	7540.0	81.0	39.0	43.0	30.0
LK-3209	20233.0	346.0	20578.0	29727.0	12480.0	7328.0	173.0	98.0	66.0	88.0
LK-3315	20107.0	294.0	20404.0	30463.0	12588.0	7027.0	118.0	124.0	65.0	176.0
LK-6215	20102.0	462.0	20564.0	32638.0	12850.0	6876.0	233.0	32.0	53.0	51.0
