entity_id	valid	rejected	polled	electors	UNP	SLFP	SLMP
EC-22I	29252	438	29690	43740	17649	11008	595
LK-9203	29059.0	407.0	29462.0	43848.0	16034.0	12489.0	536.0
EC-22D	29058	411	29469	43847	16033	12490	535
EC-21G	28490	369	28859	36544	14316	12994	1180
LK-2112	28194.0	473.0	28661.0	37599.0	16121.0	11635.0	430.0
EC-04A	27950	263	28213	39671	15071	12549	330
EC-04F	27782	407	28189	48841	15231	12118	433
LK-2127	27777.0	404.0	28193.0	48837.0	15231.0	12119.0	434.0
LK-9118	27554.0	294.0	27852.0	34500.0	14344.0	12761.0	446.0
LK-2142	27469.0	323.0	27791.0	34453.0	15417.0	11796.0	259.0
EC-15A	27367	366	27733	60948	12687	13705	975
EC-04K	27317	550	27867	50223	16582	10420	315
LK-2139	27312.0	548.0	27863.0	50218.0	16584.0	10418.0	316.0
EC-20	26692	851	27543	162135	16872	9123	697
LK-82	26692	851	27543	162135	16872	9123	697
EC-08G	26685	540	27225	70591	10351	15802	532
LK-9142	26239.0	309.0	26546.0	33412.0	15199.0	10692.0	348.0
EC-19H	26149	717	26866	42467	14191	11182	776
EC-15L	25990	300	26290	53193	13598	11851	541
LK-6245	25877.0	385.0	26258.0	34574.0	14825.0	10564.0	487.0
EC-07G	25872	456	26328	60877	11539	13290	1043
LK-3136	25870.0	454.0	26329.0	60876.0	11539.0	13290.0	1042.0
EC-14A	25841	404	26245	47693	12319	12733	789
EC-19A	25171	435	25606	46724	16990	7682	499
EC-22F	24834	369	25203	37459	14894	9605	335
LK-9209	24834.0	367.0	25198.0	37460.0	14894.0	9603.0	337.0
EC-04D	24822	386	25208	37345	12032	12466	324
LK-1312	24762.0	570.0	25335.0	37875.0	12209.0	12070.0	482.0
LK-3145	24530.0	226.0	24754.0	35044.0	10239.0	13891.0	409.0
EC-15F	24308	259	24567	48087	11747	12131	430
EC-17E	24195	365	24560	65945	8947	14637	611
LK-2133	24004.0	402.0	24405.0	39615.0	12923.0	10772.0	302.0
LK-6248	23706.0	351.0	24056.0	31671.0	13582.0	9674.0	449.0
EC-01E	23523	342	23865	37220	14670	7473	1380
LK-6242	22849.0	211.0	23064.0	31575.0	12184.0	10202.0	468.0
EC-17C	22443	371	22814	50340	10310	11516	617
EC-14B	22257	565	22822	56026	8112	5767	8378
EC-15B	21988	235	22223	56592	11988	9536	464
EC-08A	21660	378	22038	58342	10157	10949	554
LK-1330	21635.0	399.0	22033.0	39428.0	10029.0	11140.0	469.0
EC-07D	21327	299	21626	65597	8789	12057	481
LK-6172	21314.0	198.0	21514.0	36648.0	10632.0	10390.0	289.0
EC-17A	21280	459	21739	47805	8367	12542	371
LK-7139	21238.0	298.0	21537.0	36230.0	10242.0	10683.0	315.0
LK-6142	21017.0	187.0	21194.0	30102.0	10300.0	10491.0	225.0
EC-15D	20783	214	20997	59781	12154	8193	436
LK-3127	20755.0	341.0	21100.0	28044.0	8741.0	11614.0	404.0
LK-6136	20607.0	183.0	20788.0	48134.0	10149.0	10209.0	250.0
EC-15E	20605	181	20786	48131	10150	10208	247
LK-9227	20510.0	293.0	20800.0	27479.0	12204.0	7595.0	708.0
LK-6184	20365.0	231.0	20588.0	33906.0	11430.0	8655.0	283.0
LK-5203	20317.0	249.0	20562.0	28099.0	10230.0	9832.0	251.0
LK-6163	20284.0	268.0	20546.0	44224.0	11078.0	8404.0	788.0
EC-15N	20275	271	20546	44229	11077	8411	787
LK-9115	20093.0	220.0	20312.0	25161.0	10458.0	9308.0	327.0
LK-9103	19882.0	236.0	20112.0	27057.0	10732.0	8244.0	899.0
EC-05C	19870	463	20333	48841	12544	6889	437
LK-5212	19688.0	242.0	19935.0	27234.0	9913.0	9528.0	247.0
LK-2124	19578.0	338.0	19913.0	27656.0	9913.0	9417.0	248.0
EC-04E	19576	339	19915	27659	9912	9417	247
LK-9136	19313.0	201.0	19509.0	22983.0	9872.0	9061.0	372.0
EC-11	18969	708	19677	95061	10580	4889	3500
EC-04I	18877	297	19174	28958	11301	6959	617
EC-19I	18841	401	19242	30645	10426	8003	412
LK-6239	18777.0	179.0	18952.0	25951.0	10007.0	8382.0	382.0
LK-9230	18700.0	279.0	18984.0	27967.0	11286.0	7037.0	383.0
EC-05B	18179	198	18377	41110	9055	8908	216
LK-2151	18108.0	233.0	18336.0	23941.0	10731.0	7127.0	247.0
LK-6181	18000.0	201.0	18201.0	29972.0	10101.0	7647.0	249.0
LK-1118	17938.0	208.0	18146.0	25107.0	8853.0	8642.0	439.0
LK-1318	17851.0	281.0	18134.0	23785.0	8423.0	8692.0	731.0
LK-9133	17781.0	229.0	18012.0	22812.0	8940.0	8111.0	735.0
LK-3154	17721.0	255.0	17973.0	35692.0	6687.0	10661.0	371.0
LK-6175	17610.0	153.0	17759.0	25215.0	8630.0	8787.0	191.0
LK-6203	17525.0	293.0	17823.0	26483.0	11298.0	5851.0	380.0
LK-2121	17310.0	268.0	17582.0	26046.0	8394.0	8693.0	225.0
EC-05D	17299	297	17596	52472	10599	6380	320
LK-2109	17253.0	293.0	17545.0	28480.0	9294.0	7746.0	217.0
LK-8124	17135.0	466.0	17597.0	35367.0	10004.0	6579.0	541.0
EC-19E	17133	466	17599	35367	10005	6585	543
LK-1327	17027.0	313.0	17337.0	31028.0	7888.0	8765.0	368.0
LK-9106	16964.0	202.0	17163.0	23087.0	9161.0	7036.0	769.0
EC-09C	16887	1007	17894	70422	8292	8026	569
LK-2148	16722.0	196.0	16919.0	20976.0	9388.0	7181.0	158.0
LK-6215	16721.0	281.0	17001.0	25268.0	10783.0	5581.0	362.0
LK-6145	16721.0	178.0	16900.0	33079.0	8076.0	8345.0	295.0
LK-5315	16601.0	422.0	17022.0	41789.0	6051.0	4300.0	6251.0
LK-3115	16596.0	274.0	16871.0	23997.0	8094.0	8207.0	294.0
EC-01P	16440	363	16803	16803	7248	8409	783
EC-10B	16056	2397	18453	18453	4309	6495	5252
LK-4106	16056.0	2399.0	18453.0	18453.0	4310.0	6494.0	5252.0
EC-15C	15993	207	16200	16200	7250	7950	793
LK-1310	15892.0	205.0	16095.0	22366.0	7694.0	7770.0	431.0
LK-3142	15877.0	146.0	16023.0	22682.0	6628.0	8986.0	261.0
LK-9224	15810.0	224.0	16033.0	21184.0	9409.0	5855.0	547.0
LK-2106	15765.0	265.0	16031.0	26015.0	8490.0	7072.0	199.0
LK-3239	15558.0	313.0	15874.0	41158.0	6034.0	9212.0	310.0
LK-2103	15554.0	149.0	15706.0	22083.0	8390.0	6981.0	186.0
LK-6224	15513.0	150.0	15664.0	25697.0	8082.0	7178.0	250.0
LK-8133	15474.0	422.0	15899.0	25135.0	8396.0	6618.0	460.0
LK-3118	15213.0	249.0	15463.0	21996.0	7421.0	7525.0	268.0
LK-5218	15135.0	390.0	15527.0	20403.0	8138.0	5914.0	1083.0
EC-02P	14994	477	15471	15471	6605	7793	596
EC-20A	14969	507	15476	43093	9091	5507	371
LK-8103	14969.0	257.0	15231.0	27793.0	10109.0	4566.0	297.0
LK-6169	14904.0	137.0	15042.0	25628.0	7431.0	7269.0	205.0
LK-3124	14896.0	242.0	15141.0	20130.0	6274.0	8337.0	288.0
LK-5215	14794.0	181.0	14977.0	20467.0	7453.0	7161.0	183.0
LK-6187	14554.0	178.0	14735.0	24658.0	6680.0	7622.0	252.0
LK-2218	14155.0	334.0	14481.0	34789.0	8934.0	4906.0	312.0
LK-6130	14114.0	145.0	14259.0	40597.0	8255.0	5566.0	294.0
LK-5233	14105.0	370.0	14479.0	20196.0	6158.0	6641.0	1304.0
LK-6233	14074.0	196.0	14271.0	19040.0	7532.0	6333.0	201.0
LK-7115	14019.0	228.0	14249.0	31443.0	6443.0	7193.0	385.0
LK-3309	13986.0	571.0	14557.0	32585.0	6850.0	6727.0	406.0
LK-9139	13905.0	144.0	14048.0	16551.0	7108.0	6526.0	269.0
LK-6218	13877.0	191.0	14073.0	18772.0	7430.0	6249.0	199.0
LK-7215	13536.0	270.0	13797.0	27305.0	7228.0	6026.0	276.0
LK-6106	13428.0	182.0	13602.0	29901.0	6223.0	6723.0	478.0
LK-3121	13360.0	223.0	13582.0	19319.0	6517.0	6608.0	231.0
LK-1315	13177.0	304.0	13480.0	20153.0	6497.0	6423.0	256.0
LK-7212	13078.0	260.0	13337.0	26392.0	6987.0	5824.0	266.0
EC-17G	13077	129	13206	41013	5683	7203	191
LK-5242	13003.0	345.0	13348.0	18620.0	5679.0	6126.0	1203.0
EC-09B	12852	491	13343	62773	6793	5733	326
LK-3151	12744.0	182.0	12929.0	25673.0	4811.0	7668.0	266.0
LK-3148	12716.0	207.0	12925.0	17175.0	5355.0	7110.0	246.0
EC-10E	12651	733	13384	56450	2493	5833	4325
LK-4118	12651.0	732.0	13381.0	56449.0	2491.0	5831.0	4323.0
EC-10D	12586	891	13477	58320	4006	3491	5089
LK-4109	12586.0	889.0	13475.0	58317.0	4006.0	3491.0	5088.0
LK-6154	12519.0	142.0	12662.0	25622.0	6551.0	5712.0	260.0
EC-10A	12395	596	12991	49481	4628	3264	4503
LK-2134	12392.0	118.0	12510.0	17589.0	6684.0	5565.0	148.0
EC-19B	12186	285	12471	12471	6397	5575	214
LK-9127	12158.0	125.0	12282.0	14467.0	6214.0	5707.0	233.0
EC-09A	12074	663	12737	66740	5952	5740	382
LK-1339	12042.0	198.0	12242.0	27295.0	5825.0	5868.0	347.0
LK-3112	12035.0	172.0	12205.0	37019.0	4956.0	6803.0	273.0
LK-3206	11974.0	208.0	12179.0	32246.0	5614.0	6048.0	305.0
LK-5121	11851.0	378.0	12226.0	22087.0	6643.0	1894.0	3319.0
LK-2157	11828.0	152.0	11982.0	15642.0	7011.0	4657.0	161.0
LK-5248	11696.0	306.0	12007.0	16750.0	5111.0	5507.0	1082.0
LK-3312	11673.0	477.0	12147.0	27196.0	5718.0	5617.0	341.0
EC-19G	11303	232	11535	41846	7491	3580	232
LK-8130	11303.0	235.0	11535.0	41849.0	7486.0	3580.0	235.0
LK-1336	11192.0	185.0	11383.0	25382.0	5416.0	5453.0	328.0
EC-17B	11173	244	11417	42773	4023	7038	112
LK-3221	11125.0	222.0	11354.0	29436.0	4316.0	6589.0	220.0
LK-2154	10909.0	139.0	11048.0	14425.0	6465.0	4294.0	147.0
LK-7109	10823.0	233.0	11058.0	24312.0	4254.0	6378.0	189.0
LK-6236	10791.0	149.0	10938.0	14599.0	5778.0	4855.0	155.0
EC-19C	10786	425	11211	31509	7056	3500	230
LK-9151	10739.0	157.0	10893.0	18665.0	5392.0	5136.0	213.0
LK-8139	10739.0	232.0	10968.0	17471.0	5941.0	4560.0	236.0
LK-9130	10705.0	137.0	10846.0	13735.0	5378.0	4884.0	441.0
LK-8136	10673.0	294.0	10968.0	17336.0	5795.0	4565.0	315.0
EC-10J	10637	479	11116	49229	3475	3546	3616
LK-4136	10637.0	480.0	11118.0	49227.0	3474.0	3546.0	3614.0
LK-9145	10629.0	122.0	10756.0	13540.0	6159.0	4334.0	140.0
LK-5118	10582.0	734.0	11313.0	17445.0	5015.0	1244.0	4322.0
LK-9233	10548.0	156.0	10704.0	15775.0	6364.0	3970.0	214.0
EC-10K	10453	378	10831	53604	3793	4064	2596
LK-45	10453	378	10831	53604	3793	4064	2596
EC-18B	10250	448	10698	48728	6592	3497	161
LK-5115	10250.0	325.0	10576.0	19105.0	5742.0	1635.0	2869.0
LK-8106	10198.0	176.0	10374.0	18932.0	6882.0	3112.0	199.0
EC-07C	10102	151	10253	47887	4210	5703	189
EC-10H	10027	1035	11062	51595	2300	3704	4023
LK-4130	10026.0	1034.0	11060.0	51592.0	2298.0	3701.0	4023.0
LK-6227	9907.0	96.0	10001.0	16403.0	5161.0	4585.0	158.0
LK-2233	9856.0	169.0	10025.0	29905.0	6039.0	3635.0	181.0
LK-5236	9804.0	253.0	10054.0	13214.0	5272.0	3830.0	702.0
LK-3203	9688.0	169.0	9856.0	26096.0	4543.0	4902.0	247.0
EC-08E	9667	104	9771	62490	5076	4403	188
LK-3330	9592.0	367.0	9963.0	46855.0	5070.0	4281.0	243.0
LK-7112	9568.0	133.0	9699.0	16315.0	4614.0	4813.0	144.0
LK-6209	9500.0	91.0	9591.0	15732.0	4948.0	4395.0	154.0
EC-10G	9451	772	10223	40175	2620	3921	2910
LK-5224	9427.0	177.0	9601.0	13745.0	5845.0	3032.0	550.0
EC-10C	9321	451	9772	60386	2364	3117	3840
LK-3103	9291.0	132.0	9422.0	28580.0	3826.0	5256.0	212.0
LK-6230	9230.0	129.0	9360.0	12484.0	4942.0	4156.0	133.0
EC-08C	9163	277	9440	67076	5346	3505	312
LK-9121	9121.0	108.0	9229.0	11615.0	5283.0	3718.0	120.0
EC-07A	8922	162	9084	41220	5093	3475	354
LK-3106	8922.0	167.0	9086.0	41218.0	5089.0	3474.0	354.0
LK-3303	8784.0	357.0	9146.0	20471.0	4303.0	4227.0	257.0
LK-5324	8689.0	135.0	8822.0	16032.0	4142.0	4280.0	266.0
EC-19D	8592	185	8777	31924	4968	3160	464
LK-8121	8591.0	183.0	8776.0	31923.0	4968.0	3163.0	462.0
LK-5245	8495.0	222.0	8721.0	12167.0	3710.0	4000.0	784.0
LK-7118	8423.0	141.0	8562.0	18892.0	3870.0	4320.0	228.0
LK-2115	8354.0	140.0	8497.0	11143.0	4779.0	3450.0	127.0
LK-7148	8301.0	123.0	8422.0	22617.0	3068.0	5019.0	209.0
EC-20C	8295	191	8486	67011	5895	2188	212
LK-4133	8287.0	484.0	8767.0	61937.0	1998.0	3362.0	2925.0
EC-10I	8286	482	8768	61936	2000	3362	2924
EC-17F	8183	211	8394	33651	4027	4018	138
EC-10F	8182	303	8485	52084	1662	3400	3120
LK-4121	8182.0	304.0	8485.0	52084.0	1659.0	3397.0	3121.0
LK-6157	8159.0	94.0	8254.0	16699.0	4268.0	3719.0	167.0
LK-1103010	8150.0	149.0	8299.0	12470.0	5156.0	2474.0	520.0
LK-9109	8126.0	96.0	8219.0	11058.0	4388.0	3369.0	370.0
LK-8142	8102.0	174.0	8272.0	13176.0	4480.0	3441.0	178.0
LK-6149	8090.0	104.0	8189.0	13706.0	3712.0	4236.0	142.0
LK-1333	8079.0	133.0	8215.0	18318.0	3911.0	3937.0	233.0
LK-1103075	7799.0	137.0	7936.0	11682.0	5129.0	2275.0	394.0
LK-6127	7776.0	101.0	7881.0	7881.0	3528.0	3867.0	384.0
LK-6166	7668.0	96.0	7765.0	12998.0	3522.0	4015.0	133.0
LK-6103	7656.0	103.0	7758.0	17053.0	3551.0	3832.0	272.0
EC-05A	7608	102	7710	72515	4276	3195	137
LK-6148	7590.0	81.0	7669.0	15013.0	3670.0	3789.0	132.0
LK-5239	7547.0	199.0	7747.0	10809.0	3297.0	3555.0	699.0
LK-2118	7508.0	111.0	7625.0	11300.0	3638.0	3773.0	98.0
LK-5136	7456.0	516.0	7977.0	12300.0	3538.0	880.0	3044.0
LK-4127	7450.0	610.0	8062.0	31675.0	2065.0	3092.0	2293.0
LK-2230	7445.0	128.0	7568.0	22573.0	4560.0	2743.0	137.0
LK-6121	7443.0	80.0	7520.0	19144.0	4054.0	3225.0	158.0
LK-1127040	7418.0	118.0	7536.0	11379.0	3907.0	3107.0	404.0
LK-5110	7209.0	238.0	7446.0	13062.0	3360.0	1841.0	2007.0
LK-7154	7118.0	75.0	7190.0	22328.0	3092.0	3920.0	100.0
LK-5104	7086.0	233.0	7317.0	12834.0	3302.0	1808.0	1973.0
LK-5209	7032.0	86.0	7119.0	9724.0	3541.0	3401.0	87.0
LK-1127075	6999.0	145.0	7144.0	11116.0	3576.0	2924.0	499.0
EC-11A	6966	149	7115	47060	4500	1431	1035
LK-42	6966	149	7115	47060	4500	1431	1035
EC-07B	6960	150	7110	49885	3282	3444	234
LK-3109	6876.0	104.0	6974.0	32585.0	2866.0	3884.0	127.0
LK-6133	6668.0	67.0	6738.0	19179.0	3899.0	2631.0	138.0
LK-6139	6615.0	72.0	6684.0	17024.0	3606.0	2869.0	138.0
LK-7206	6589.0	287.0	6877.0	31321.0	4240.0	2248.0	105.0
LK-8118	6568.0	258.0	6823.0	19177.0	4295.0	2130.0	138.0
LK-1127030	6470.0	103.0	6574.0	9925.0	3408.0	2710.0	353.0
LK-5109	6447.0	211.0	6658.0	11680.0	3006.0	1647.0	1797.0
LK-3306	6433.0	264.0	6694.0	14988.0	3152.0	3095.0	188.0
LK-1127085	6399.0	93.0	6492.0	10126.0	3991.0	2033.0	375.0
LK-2209	6372.0	71.0	6439.0	14406.0	3170.0	3125.0	73.0
