entity_id	valid	rejected	polled	electors	IND01	IND02	IND03	IND04	DUNF	OWORS	IND05	IND06	USP	RJA	DNM	NMPP	FSP	JSWP	IND07	OPPP	IND08	IND09	NDF	JSP	NSSP	NSU	IND10	IND11	SLPP	NUA	SLLP	IND12	IND13	SPSL	IND14	SEP	IND15	ONF	NPP
EC-18	277924	2563	280487	326443	108	177	48	40	547	27	25	16	35	212	76	12284	426	526	116	43	128	249	112473	179	27	66	45	641	147340	242	87	58	65	570	58	36	36	116	802
LK-72	277924	2563	280487	326443	108	177	48	40	547	27	25	16	35	212	76	12284	426	526	116	43	128	249	112473	179	27	66	45	641	147340	242	87	58	65	570	58	36	36	116	802
EC-06A	262790	4358	267148	318528	203	879	122	87	1348	79	63	34	193	406	174	2256	99	564	592	104	891	653	174413	486	89	133	253	702	75499	229	344	176	176	502	177	125	107	339	293
EC-14	231410	1832	233242	281114	137	337	80	52	1101	40	51	27	99	138	81	3730	264	267	208	58	269	363	166841	274	39	70	489	945	54135	116	142	57	87	341	134	45	48	146	199
LK-53	231410	1832	233242	281114	137	337	80	52	1101	40	51	27	99	138	81	3730	264	267	208	58	269	363	166841	274	39	70	489	945	54135	116	142	57	87	341	134	45	48	146	199
EC-11	212778	3294	216072	282119	326	585	149	130	2546	116	259	45	184	179	165	1156	108	378	354	94	397	542	174739	418	107	126	1295	468	26105	140	253	93	146	287	221	75	86	290	216
LK-1103	172321.0	2509.0	174832.0	218060.0	133.0	215.0	43.0	36.0	350.0	25.0	29.0	9.0	40.0	70.0	35.0	2615.0	42.0	128.0	92.0	32.0	99.0	293.0	133057.0	279.0	28.0	37.0	104.0	345.0	33326.0	65.0	71.0	25.0	24.0	117.0	47.0	41.0	16.0	55.0	383.0
LK-1112	156401.0	1315.0	157715.0	186253.0	39.0	55.0	5.0	0.0	94.0	0.0	0.0	0.0	0.0	82.0	0.0	7596.0	73.0	263.0	14.0	0.0	17.0	61.0	40155.0	63.0	0.0	0.0	0.0	176.0	106105.0	102.0	17.0	0.0	3.0	296.0	0.0	3.0	0.0	9.0	948.0
EC-01L	156400	1314	157714	186252	40	52	25	15	90	8	11	2	15	79	11	7596	68	266	30	8	33	56	40157	57	8	12	10	180	106102	104	32	15	19	291	10	22	3	27	946
EC-01J	151188	1498	152686	183787	32	51	22	13	103	6	11	5	17	83	22	7605	75	315	30	16	23	59	41747	69	4	13	11	145	98807	101	22	18	21	255	12	21	9	21	1424
LK-1109	151186.0	1498.0	152683.0	183788.0	33.0	53.0	12.0	0.0	104.0	0.0	0.0	0.0	6.0	85.0	12.0	7606.0	79.0	315.0	31.0	3.0	16.0	58.0	41752.0	74.0	0.0	0.0	0.0	142.0	98804.0	102.0	12.0	6.0	10.0	255.0	0.0	10.0	0.0	10.0	1424.0
EC-09D	146409	1007	147416	169555	57	101	55	32	225	13	23	4	18	139	33	8749	82	284	78	14	53	102	43460	90	15	23	16	276	91577	113	42	27	72	296	34	26	19	55	206
EC-01N	146360	1444	147804	174829	30	39	16	11	93	6	10	4	15	53	21	7343	62	267	28	9	12	47	37430	72	12	16	9	130	99062	86	17	10	12	204	22	22	8	10	1172
LK-1136	146359.0	1443.0	147809.0	174829.0	22.0	39.0	0.0	0.0	96.0	0.0	0.0	0.0	0.0	52.0	4.0	7342.0	63.0	269.0	18.0	0.0	0.0	49.0	37430.0	73.0	0.0	0.0	0.0	130.0	99060.0	91.0	0.0	0.0	0.0	206.0	4.0	4.0	0.0	0.0	1169.0
EC-12B	140082	2480	142562	181169	124	218	37	36	913	43	49	9	63	92	55	1499	32	211	176	41	184	519	109449	246	34	61	335	12122	12594	57	159	49	46	157	184	25	20	111	132
EC-13A	138616	772	139388	159857	25	81	22	14	217	10	16	5	24	88	22	3984	162	289	62	16	54	112	42241	96	13	23	27	298	89674	158	40	29	43	442	31	31	17	47	203
EC-20C	134818	1034	135852	154442	57	75	49	31	215	24	20	3	32	165	41	5094	132	337	69	16	54	79	35557	61	9	18	12	281	91349	125	50	36	61	403	24	31	10	66	232
LK-2312	133395.0	2212.0	135609.0	161690.0	107.0	450.0	60.0	48.0	684.0	45.0	28.0	1.0	101.0	204.0	92.0	1144.0	54.0	283.0	302.0	56.0	456.0	329.0	88538.0	249.0	48.0	63.0	126.0	355.0	38320.0	119.0	173.0	92.0	92.0	257.0	93.0	62.0	56.0	170.0	151.0
EC-04B	132497	1135	133632	158903	56	137	26	31	245	16	17	5	38	139	42	3401	85	219	86	25	97	121	62044	108	25	43	17	227	64298	80	60	10	33	251	27	18	19	68	383
EC-02J	130350	1166	131516	156924	35	87	18	16	98	10	8	4	14	68	26	5547	110	235	44	6	26	63	38407	82	6	7	13	157	83989	82	23	9	20	269	14	21	8	24	804
LK-1233	130349.0	1165.0	131513.0	156925.0	19.0	90.0	1.0	1.0	98.0	0.0	0.0	0.0	0.0	69.0	7.0	5545.0	110.0	235.0	35.0	0.0	7.0	67.0	38408.0	86.0	0.0	0.0	0.0	158.0	83986.0	86.0	4.0	0.0	2.0	274.0	0.0	4.0	0.0	5.0	813.0
LK-2315	129393.0	2144.0	131537.0	156833.0	100.0	431.0	54.0	35.0	664.0	33.0	29.0	7.0	94.0	199.0	81.0	1108.0	42.0	278.0	286.0	46.0	438.0	322.0	85877.0	240.0	35.0	61.0	124.0	345.0	37173.0	115.0	170.0	83.0	83.0	247.0	83.0	56.0	47.0	168.0	148.0
LK-1127	129211.0	1859.0	131066.0	166754.0	55.0	76.0	28.0	16.0	178.0	11.0	9.0	0.0	30.0	43.0	20.0	3899.0	42.0	183.0	61.0	12.0	34.0	107.0	77380.0	95.0	7.0	19.0	101.0	150.0	45112.0	56.0	45.0	11.0	5.0	162.0	30.0	37.0	11.0	35.0	1136.0
EC-02H	125547	1191	126738	151418	34	53	20	14	99	15	19	4	12	56	21	6256	108	627	28	6	29	47	31984	61	8	15	9	145	84507	60	17	31	22	247	11	28	7	15	932
LK-1224	125545.0	1188.0	126730.0	151416.0	15.0	51.0	1.0	0.0	104.0	0.0	1.0	0.0	0.0	57.0	1.0	6256.0	111.0	626.0	3.0	0.0	4.0	37.0	31985.0	63.0	0.0	0.0	0.0	144.0	84506.0	62.0	0.0	7.0	1.0	248.0	0.0	3.0	0.0	0.0	938.0
EC-13D	125221	925	126146	159694	68	172	30	19	454	22	17	7	38	57	26	1061	30	110	94	29	126	217	100952	159	18	21	135	716	20116	36	69	29	33	160	55	14	15	69	47
EC-18C	124950	1334	126284	148401	50	93	27	20	287	21	13	7	24	87	45	5045	150	253	58	20	67	124	54238	88	14	28	21	340	62882	125	40	32	28	269	32	16	23	62	321
LK-1206	123181.0	1788.0	124968.0	153445.0	52.0	87.0	10.0	2.0	134.0	1.0	0.0	0.0	7.0	94.0	7.0	5346.0	59.0	358.0	52.0	0.0	21.0	82.0	43050.0	87.0	0.0	1.0	5.0	168.0	71561.0	94.0	17.0	4.0	13.0	250.0	4.0	0.0	0.0	41.0	1374.0
EC-02C	123180	1786	124966	153448	52	79	25	17	133	14	9	4	21	93	21	5343	59	351	52	12	35	73	43053	79	6	15	20	173	71565	92	32	19	27	247	18	12	8	46	1375
EC-21H	122730	828	123558	144558	44	96	38	24	213	8	15	13	24	116	40	4747	62	274	60	17	62	100	32052	84	19	33	18	259	83520	123	53	20	47	240	17	28	17	61	186
EC-02I	121997	1625	123622	153164	53	60	14	15	121	9	14	8	17	65	24	5556	54	313	48	13	30	73	41649	56	3	20	10	135	71690	78	34	10	20	201	18	26	8	25	1527
LK-1221	121996.0	1623.0	123622.0	153163.0	55.0	62.0	1.0	2.0	120.0	0.0	1.0	0.0	2.0	65.0	12.0	5555.0	58.0	316.0	50.0	1.0	29.0	69.0	41651.0	60.0	0.0	8.0	0.0	137.0	71690.0	78.0	36.0	0.0	8.0	205.0	7.0	20.0	0.0	13.0	1524.0
EC-03B	120437	944	121381	140199	52	82	32	20	124	7	15	7	22	74	30	4312	108	206	59	14	44	87	38981	90	7	20	12	193	74879	77	32	15	36	295	4	24	10	35	432
EC-02F	114666	1123	115789	137067	43	86	25	18	127	9	14	7	17	86	34	5259	50	269	34	9	24	55	37212	76	8	16	11	129	69978	53	18	10	24	251	18	12	8	30	646
LK-1215	114666.0	1122.0	115793.0	137066.0	11.0	98.0	0.0	0.0	129.0	0.0	0.0	0.0	0.0	98.0	4.0	5256.0	26.0	273.0	4.0	0.0	0.0	42.0	37218.0	86.0	0.0	0.0	0.0	130.0	69975.0	39.0	0.0	0.0	0.0	250.0	0.0	0.0	0.0	2.0	647.0
EC-02G	113348	960	114308	135618	54	85	22	18	120	12	18	5	16	69	13	4829	51	252	46	8	39	63	39548	76	15	14	14	177	66850	71	21	17	23	231	15	15	5	33	503
LK-1227	113340.0	955.0	114308.0	135621.0	19.0	76.0	1.0	1.0	130.0	0.0	1.0	0.0	1.0	53.0	0.0	4827.0	16.0	246.0	15.0	0.0	6.0	37.0	39548.0	64.0	1.0	0.0	0.0	178.0	66852.0	58.0	1.0	1.0	1.0	231.0	1.0	1.0	0.0	2.0	507.0
EC-05A	111572	1000	112572	132221	41	120	31	21	240	14	13	6	24	141	36	3221	58	255	78	15	60	89	37717	101	13	30	20	222	68177	84	32	15	33	307	30	23	8	56	241
LK-1121	109604.0	1128.0	110732.0	133616.0	22.0	33.0	6.0	0.0	55.0	0.0	0.0	0.0	0.0	42.0	0.0	5819.0	58.0	234.0	26.0	0.0	0.0	26.0	29688.0	55.0	0.0	0.0	0.0	84.0	71891.0	56.0	25.0	0.0	0.0	169.0	2.0	22.0	0.0	0.0	1165.0
EC-01M	109601	1129	110730	133614	21	30	15	6	54	5	3	4	12	41	11	5820	58	235	24	3	10	24	29688	54	11	12	5	82	71893	56	23	11	6	172	13	21	3	10	1165
EC-01H	109495	1135	110630	132381	34	66	17	14	129	11	8	8	15	67	12	3940	30	173	43	5	35	96	50456	94	13	14	15	152	53232	51	29	5	10	131	15	18	7	24	526
LK-1106	109495.0	1134.0	110632.0	132380.0	34.0	67.0	9.0	5.0	129.0	1.0	0.0	0.0	6.0	68.0	2.0	3938.0	32.0	172.0	47.0	0.0	36.0	95.0	50453.0	93.0	4.0	5.0	6.0	157.0	53229.0	56.0	30.0	0.0	1.0	130.0	6.0	9.0	0.0	21.0	526.0
EC-03C	108583	883	109466	128005	47	105	33	21	120	17	11	3	19	81	35	3532	75	239	64	16	52	61	32967	64	13	23	14	146	69822	93	30	21	36	299	26	28	14	44	412
EC-02L	107938	902	108840	128417	30	58	11	5	71	2	10	2	13	52	14	4188	73	215	40	6	20	52	33715	58	4	10	14	126	68145	54	23	11	10	211	14	11	3	21	646
LK-1239	107937.0	901.0	108838.0	128417.0	28.0	64.0	0.0	0.0	71.0	0.0	0.0	0.0	0.0	57.0	1.0	4187.0	72.0	215.0	43.0	0.0	16.0	57.0	33715.0	64.0	0.0	0.0	1.0	127.0	68142.0	60.0	20.0	0.0	0.0	210.0	1.0	0.0	0.0	18.0	645.0
EC-16A	107155	1283	108438	142408	66	163	46	17	390	16	24	7	40	63	27	1896	29	186	99	24	142	200	76385	157	19	34	41	336	26118	53	59	28	39	156	31	26	16	65	157
EC-21B	106986	818	107804	123967	34	105	27	15	180	6	15	6	20	121	30	2733	43	138	59	12	69	90	37400	91	15	25	16	197	64809	80	30	20	27	223	17	25	13	58	237
LK-9112	106986.0	817.0	107804.0	123969.0	36.0	106.0	24.0	5.0	182.0	0.0	5.0	0.0	10.0	121.0	28.0	2732.0	44.0	137.0	59.0	3.0	72.0	92.0	37400.0	94.0	5.0	18.0	5.0	197.0	64807.0	83.0	28.0	10.0	24.0	223.0	5.0	18.0	4.0	56.0	242.0
EC-09C	104525	696	105221	121212	25	59	45	22	142	9	9	2	15	97	40	7830	68	212	34	7	35	72	22141	57	10	20	19	206	72673	109	20	24	53	227	12	13	7	24	187
EC-17E	103960	773	104733	123938	50	93	36	39	276	16	21	2	27	143	33	4023	49	229	53	14	57	77	34215	65	15	26	12	251	63306	85	38	26	26	334	23	20	14	55	211
LK-1218	103667.0	1419.0	105079.0	129913.0	67.0	73.0	20.0	4.0	189.0	4.0	4.0	0.0	28.0	60.0	24.0	3427.0	59.0	256.0	46.0	1.0	49.0	96.0	49462.0	111.0	1.0	1.0	43.0	132.0	48217.0	63.0	43.0	0.0	4.0	126.0	12.0	21.0	4.0	38.0	901.0
EC-02A	103662	1418	105080	129912	64	70	22	12	191	17	12	6	28	57	27	3428	56	258	44	8	51	95	49463	111	9	9	41	129	48214	61	41	7	12	127	19	24	14	36	899
LK-1212	103280.0	981.0	104261.0	124599.0	17.0	104.0	6.0	0.0	147.0	0.0	0.0	0.0	1.0	60.0	1.0	4719.0	20.0	180.0	2.0	0.0	1.0	21.0	35184.0	64.0	0.0	0.0	0.0	147.0	61476.0	54.0	0.0	0.0	0.0	222.0	0.0	0.0	0.0	7.0	367.0
EC-02E	103279	981	104260	124599	48	96	38	22	139	11	10	7	27	74	26	4720	51	178	33	7	26	52	35184	77	5	25	13	139	61478	70	20	12	21	228	21	11	5	40	365
EC-01K	101490	887	102377	119905	44	95	20	14	154	10	9	3	21	82	18	3184	73	171	41	12	38	87	34532	70	12	17	19	156	61755	66	32	16	33	256	12	19	15	40	364
EC-02K	101251	684	101935	117950	35	68	20	20	90	7	20	4	14	79	17	3070	45	229	35	6	32	41	28629	54	5	20	9	136	67754	70	17	14	23	272	19	19	9	28	341
LK-1230	101245.0	681.0	101935.0	117941.0	4.0	60.0	0.0	0.0	98.0	0.0	0.0	0.0	0.0	85.0	0.0	3069.0	11.0	228.0	4.0	0.0	4.0	6.0	28635.0	30.0	0.0	0.0	0.0	141.0	67754.0	64.0	0.0	0.0	1.0	268.0	0.0	0.0	0.0	2.0	343.0
EC-03G	100954	885	101839	121686	49	97	33	16	142	16	15	4	15	78	24	3172	97	127	58	22	62	91	47654	86	9	23	14	266	48037	60	48	13	42	228	21	23	6	54	252
LK-1324	100950.0	887.0	101838.0	121682.0	45.0	100.0	19.0	3.0	142.0	3.0	3.0	0.0	3.0	85.0	6.0	3174.0	100.0	130.0	54.0	5.0	64.0	97.0	47655.0	93.0	0.0	6.0	2.0	262.0	48035.0	59.0	44.0	1.0	35.0	235.0	5.0	6.0	0.0	47.0	253.0
LK-1321	99970.0	867.0	100834.0	119523.0	32.0	56.0	3.0	0.0	100.0	0.0	0.0	0.0	0.0	74.0	0.0	4035.0	113.0	157.0	34.0	0.0	10.0	64.0	34073.0	59.0	0.0	1.0	0.0	181.0	59795.0	77.0	7.0	0.0	10.0	237.0	1.0	8.0	0.0	22.0	540.0
EC-03F	99965	870	100835	119526	39	53	24	11	98	12	9	3	18	71	18	4034	109	157	40	7	30	59	34076	55	6	21	15	179	59796	75	27	18	30	241	21	29	8	34	542
EC-01O	99687	1008	100695	118956	22	35	13	7	106	3	9	3	13	91	23	3534	24	190	33	10	26	53	36390	52	6	15	24	124	57645	70	24	12	19	157	11	17	2	18	906
LK-1133	99687.0	1004.0	100692.0	118958.0	19.0	39.0	2.0	0.0	105.0	0.0	1.0	0.0	2.0	90.0	21.0	3532.0	28.0	187.0	38.0	1.0	31.0	51.0	36388.0	50.0	0.0	4.0	28.0	125.0	57645.0	67.0	28.0	2.0	14.0	156.0	1.0	7.0	0.0	9.0	908.0
EC-01B	99680	1156	100836	124354	77	120	22	20	157	14	13	8	33	31	17	1528	19	56	51	12	50	170	80076	166	17	18	41	207	16341	34	37	13	11	50	27	24	9	25	186
EC-03A	99028	827	99855	118719	33	59	16	14	85	15	9	3	16	55	20	3904	89	184	34	7	30	50	35761	54	5	13	11	137	57447	58	17	10	18	161	14	17	8	25	649
LK-1303	99027.0	825.0	99856.0	118720.0	27.0	62.0	1.0	0.0	86.0	1.0	0.0	0.0	1.0	57.0	3.0	3903.0	87.0	187.0	28.0	0.0	19.0	52.0	35758.0	57.0	0.0	0.0	0.0	139.0	57449.0	62.0	1.0	0.0	1.0	163.0	0.0	1.0	0.0	11.0	647.0
LK-2130	98209.0	1077.0	99284.0	123191.0	35.0	83.0	10.0	5.0	160.0	3.0	1.0	0.0	10.0	48.0	10.0	3153.0	30.0	237.0	30.0	1.0	41.0	89.0	43734.0	80.0	11.0	0.0	14.0	124.0	49037.0	56.0	30.0	5.0	12.0	157.0	12.0	1.0	0.0	31.0	788.0
EC-16B	95148	643	95791	116053	40	76	27	19	226	15	10	9	28	115	24	2183	68	236	40	14	51	71	29842	60	9	13	11	213	60963	112	32	27	39	326	17	14	8	36	174
EC-21D	94147	741	94888	109756	62	154	47	16	217	7	11	2	27	137	37	2160	43	179	87	25	114	124	36421	77	12	19	20	220	53120	84	58	18	46	253	37	32	9	66	206
EC-16C	93885	984	94869	122963	39	79	17	9	193	12	8	7	26	85	17	2977	45	201	42	16	40	107	37512	71	10	21	23	158	51233	61	50	11	34	252	16	18	14	54	427
EC-15C	93262	683	93945	110915	53	79	26	16	274	14	13	4	25	89	27	2944	20	153	30	19	55	67	32581	74	13	22	18	170	55823	100	43	9	27	239	13	12	10	44	156
EC-20B	92759	1059	93818	108090	39	73	24	16	188	6	14	6	22	110	24	2537	58	216	82	25	66	69	28688	89	13	29	26	248	59360	70	56	28	42	275	24	24	9	58	145
EC-03E	92566	786	93352	109804	46	111	22	24	139	14	9	7	31	84	25	3028	93	199	82	7	70	85	31451	81	15	29	17	164	55932	96	39	21	38	226	20	21	8	75	257
EC-02D	92392	780	93172	110231	30	78	28	17	121	15	4	4	17	70	16	3117	57	179	27	7	25	64	32149	56	4	12	7	121	55371	54	19	13	26	221	13	13	6	32	399
LK-1209	92392.0	776.0	93171.0	110236.0	3.0	80.0	1.0	0.0	128.0	0.0	0.0	0.0	0.0	64.0	0.0	3124.0	42.0	176.0	1.0	0.0	1.0	56.0	32154.0	41.0	0.0	0.0	0.0	128.0	55375.0	39.0	0.0	0.0	1.0	222.0	0.0	0.0	0.0	5.0	400.0
LK-9148	91512.0	615.0	92129.0	107785.0	38.0	69.0	33.0	14.0	161.0	0.0	0.0	0.0	14.0	90.0	35.0	3539.0	48.0	204.0	47.0	3.0	48.0	71.0	23903.0	60.0	6.0	23.0	6.0	193.0	62276.0	94.0	45.0	7.0	38.0	179.0	3.0	17.0	3.0	47.0	138.0
