entity_id	result_ut	valid	rejected	polled	electors	PA	UNP	SMBP	Ind 1	Ind 2	SLPF
EC-14B	757394220	33770	545	34315	67509	28900	3925	112	51	697	85
EC-14C	757395180	38152	495	38647	61949	25721	11209	74	82	946	120
EC-14P	757392420	3881	46	3927	3927	2701	1146	8	2	16	8
EC-15	757400100	680344	10511	690855	897539	403838	266740	2211	1714	3999	1842
EC-15A	757399140	52891	858	53749	69872	33011	19033	164	130	377	176
EC-15B	757398540	49067	834	49901	64434	30415	17932	145	117	294	164
EC-15C	757400100	57283	962	58245	76083	33582	22893	157	118	367	166
EC-15D	757398660	49891	919	50810	67182	28159	20880	178	121	405	148
EC-15E	757395900	41012	610	41622	53579	25612	14862	118	87	231	102
EC-15F	757395420	39200	515	39715	52667	23158	15482	114	103	234	109
EC-15G	757398000	47842	467	48309	61107	27377	19915	109	103	233	105
EC-15H	757399200	53214	651	53865	68616	33528	19095	152	114	224	101
EC-15I	757399260	53349	773	54122	69233	29638	22999	167	146	295	104
EC-15J	757398900	51806	738	52544	69064	30516	20613	170	151	244	112
EC-15K	757396020	41062	647	41709	55872	23447	17030	165	108	216	96
EC-15L	757396440	42278	682	42960	59146	24685	17005	158	151	188	91
EC-15M	757397400	45476	831	46307	60627	28057	16635	177	124	348	135
EC-15N	757394520	35350	699	36049	49109	20241	14374	142	100	322	171
EC-15P	757393380	20623	325	20948	20948	12412	7992	95	41	21	62
EC-16	757400280	264635	4689	269324	385854	165795	95211	617	591	1796	625
EC-16A	757397520	45428	1043	46471	73757	29040	15542	75	122	531	118
EC-16B	757399560	54762	1045	55807	80010	35977	17821	176	122	475	191
EC-16C	757400280	58421	936	59357	83057	35415	22240	133	121	382	130
EC-16D	757397280	44994	576	45570	64449	27856	16721	81	86	180	70
EC-16E	757399920	55463	994	56457	78919	33874	21004	134	121	228	102
EC-16P	757392480	5567	95	5662	5662	3633	1883	18	19	0	14
EC-17	757400700	312797	6205	319002	418857	200146	107342	1014	678	2534	1083
EC-17A	757395720	39938	667	40605	55792	25938	13185	126	106	401	182
EC-17B	757395660	39886	581	40467	51975	26000	13287	80	86	297	136
EC-17C	757397100	43677	943	44620	62048	27421	15490	220	102	310	134
EC-17D	757397880	46794	1115	47909	65367	27142	18892	141	113	365	141
EC-17E	757400700	61100	1304	62404	79687	42661	17331	191	112	547	258
EC-17F	757393980	30992	581	31573	41088	19935	10541	86	66	267	97
EC-17G	757395300	38704	789	39493	50969	23583	14517	110	75	324	95
EC-17P	757392960	11706	225	11931	11931	7466	4099	60	18	23	40
EC-18	757401000	150475	3966	154441	203940	88907	59287	428	258	1126	469
EC-18A	757396380	41504	1204	42708	57393	25779	15079	134	64	279	169
EC-18B	757396500	42168	965	43133	55264	23977	17588	112	67	313	111
EC-18C	757401000	63136	1716	64852	87535	36865	25284	169	118	527	173
EC-18P	757392360	3667	81	3748	3748	2286	1336	13	9	7	16
EC-19	757397160	330772	14093	344865	445146	182810	139611	1745	1387	3847	1372
EC-19A	757397160	44135	1302	45437	58235	18218	24842	213	213	446	203
EC-19B	757393800	27487	1002	28489	36342	15304	11227	145	183	456	172
EC-19C	757394460	34169	1873	36042	45788	19303	13793	176	167	556	174
EC-19D	757393860	28243	958	29201	40039	17416	10210	182	104	255	76
EC-19E	757394820	35522	1861	37383	48807	20090	14430	212	153	491	146
EC-19F	757395000	37077	1267	38344	47127	20307	16031	134	129	335	141
EC-19G	757395960	40152	1482	41634	53643	22177	17280	164	126	284	121
EC-19H	757396080	39733	2003	41736	56426	23648	15072	236	152	464	161
EC-19I	757394700	34531	2182	36713	48853	20108	13371	221	140	551	140
EC-19P	757392900	9723	163	9886	9886	6239	3355	62	20	9	38
EC-20	757400640	152869	3977	156846	203102	96620	52026	877	556	1966	824
EC-20A	757395600	39467	928	40395	50852	24271	13867	209	200	674	246
EC-20B	757398600	49108	1456	50564	64229	31950	15801	234	175	687	261
EC-20C	757400640	60623	1553	62176	84310	38050	21090	414	174	600	295
EC-20P	757392300	3671	40	3711	3711	2349	1268	20	7	5	22
EC-21	757401540	443031	7595	450626	563174	257265	177924	1877	1235	3451	1279
EC-21A	757399380	53997	705	54702	71614	32647	20589	166	125	366	104
EC-21B	757401180	65042	996	66038	83492	38221	25858	225	162	435	141
EC-21C	757397340	44903	906	45809	56593	24076	19994	172	138	405	118
EC-21D	757400160	57403	1277	58680	73136	32501	23943	257	154	353	195
EC-21E	757399500	54384	1057	55441	69702	27997	25338	253	189	453	154
EC-21F	757399620	55178	836	56014	66888	31980	22172	202	141	531	152
EC-21G	757394340	34923	469	35392	43279	19993	14434	93	87	234	82
EC-21H	757401540	68731	1252	69983	89903	44641	22425	465	222	666	312
EC-21P	757392840	8470	97	8567	8567	5209	3171	44	17	8	21
EC-22	757399080	377592	7139	384731	514055	211676	159707	1402	1020	2759	1028
EC-22A	757399080	52683	795	53478	70142	28939	22989	159	133	329	134
EC-22B	757395540	39669	696	40365	54044	22942	16086	132	98	307	104
EC-22C	757395360	38815	751	39566	54933	24126	14150	140	87	197	115
EC-22D	757394640	35720	761	36481	49996	21224	13899	144	84	259	110
EC-22E	757397460	45570	803	46373	63001	25400	19367	209	143	350	101
EC-22F	757394040	31532	604	32136	42338	17156	13854	113	78	224	107
EC-22G	757396140	40952	992	41944	57328	21930	18200	180	123	409	110
EC-22H	757396320	42063	602	42665	56451	23340	18038	137	131	298	119
EC-22I	757395120	37700	915	38615	52714	18793	18179	131	128	375	94
EC-22P	757393020	12888	220	13108	13108	7826	4945	57	15	11	34
LK-1	757402260	2191923	36506	2228429	3084300	1404048	755815	11621	7642	7758	5039
LK-11	757402260	837316	15605	852921	1235959	541715	282082	5813	3436	2507	1763
LK-1103005	757396680	2743.0	61.0	2804.0	4090.0	1690.0	1025.0	8.0	7.0	9.0	5.0
LK-1103010	757396680	9812.0	218.0	10030.0	14629.0	6045.0	3667.0	27.0	24.0	32.0	17.0
LK-1103015	757396680	6222.0	138.0	6360.0	9277.0	3833.0	2325.0	17.0	15.0	20.0	11.0
LK-1103020	757396680	4545.0	101.0	4646.0	6776.0	2800.0	1698.0	13.0	11.0	15.0	8.0
LK-1103025	757396680	3087.0	69.0	3155.0	4602.0	1902.0	1154.0	9.0	7.0	10.0	5.0
LK-1103030	757396680	4774.0	106.0	4880.0	7118.0	2941.0	1784.0	13.0	12.0	15.0	8.0
LK-1103035	757396680	4353.0	97.0	4450.0	6490.0	2682.0	1627.0	12.0	11.0	14.0	8.0
LK-1103040	757396680	4836.0	107.0	4944.0	7210.0	2979.0	1807.0	13.0	12.0	16.0	9.0
LK-1103045	757396680	2237.0	50.0	2287.0	3336.0	1378.0	836.0	6.0	5.0	7.0	4.0
LK-1103050	757402260	4247.0	94.0	4341.0	6487.0	2624.0	1578.0	11.0	14.0	13.0	7.0
LK-1103055	757402260	4215.0	94.0	4309.0	6439.0	2604.0	1567.0	11.0	13.0	13.0	7.0
LK-1103060	757402260	3660.0	81.0	3742.0	5592.0	2261.0	1361.0	10.0	12.0	11.0	6.0
LK-1103065	757402260	3844.0	85.0	3929.0	5872.0	2375.0	1429.0	10.0	12.0	11.0	6.0
LK-1103070	757402260	6064.0	135.0	6199.0	9264.0	3746.0	2254.0	16.0	19.0	18.0	10.0
LK-1103075	757402260	7938.0	176.0	8114.0	12126.0	4904.0	2951.0	21.0	25.0	24.0	13.0
LK-1103080	757402260	4019.0	89.0	4108.0	6139.0	2483.0	1494.0	11.0	13.0	12.0	7.0
LK-1103085	757402260	3079.0	68.0	3147.0	4703.0	1902.0	1144.0	8.0	10.0	9.0	5.0
LK-1103090	757402260	5201.0	115.0	5317.0	7946.0	3213.0	1933.0	14.0	17.0	15.0	9.0
LK-1103095	757402260	6176.0	137.0	6313.0	9434.0	3815.0	2295.0	17.0	20.0	18.0	10.0
LK-1103100	757402260	4537.0	101.0	4638.0	6931.0	2803.0	1687.0	12.0	15.0	14.0	7.0
LK-1103105	757402260	3393.0	75.0	3468.0	5183.0	2096.0	1261.0	9.0	11.0	10.0	6.0
LK-1103110	757402260	3496.0	78.0	3574.0	5341.0	2160.0	1299.0	9.0	11.0	10.0	6.0
LK-1103115	757402260	868.0	19.0	888.0	1327.0	536.0	323.0	2.0	3.0	3.0	1.0
LK-1103120	757402260	665.0	15.0	680.0	1016.0	411.0	247.0	2.0	2.0	2.0	1.0
LK-1103125	757402260	1710.0	38.0	1748.0	2612.0	1057.0	636.0	5.0	5.0	5.0	3.0
LK-1103130	757402260	1713.0	38.0	1751.0	2617.0	1058.0	637.0	5.0	5.0	5.0	3.0
LK-1103135	757402260	3107.0	69.0	3176.0	4746.0	1919.0	1155.0	8.0	10.0	9.0	5.0
LK-1103140	757402260	1767.0	39.0	1806.0	2699.0	1092.0	657.0	5.0	6.0	5.0	3.0
LK-1103145	757402260	3259.0	72.0	3331.0	4979.0	2013.0	1211.0	9.0	10.0	10.0	5.0
LK-1103150	757402260	3821.0	85.0	3906.0	5838.0	2361.0	1420.0	10.0	12.0	11.0	6.0
LK-1103155	757402260	4048.0	90.0	4137.0	6183.0	2501.0	1504.0	11.0	13.0	12.0	7.0
LK-1103160	757402260	3848.0	85.0	3934.0	5878.0	2377.0	1430.0	10.0	12.0	11.0	6.0
LK-1103165	757402260	2072.0	46.0	2118.0	3165.0	1280.0	770.0	6.0	7.0	6.0	3.0
LK-1103170	757402260	1166.0	26.0	1192.0	1781.0	720.0	433.0	3.0	4.0	3.0	2.0
LK-1103175	757402260	3087.0	69.0	3155.0	4715.0	1907.0	1147.0	8.0	10.0	9.0	5.0
LK-1106005	757400820	2480.0	44.0	2524.0	3578.0	1599.0	846.0	13.0	8.0	8.0	6.0
LK-1106010	757400820	2261.0	41.0	2301.0	3262.0	1458.0	771.0	12.0	7.0	7.0	6.0
LK-1106015	757400820	753.0	13.0	766.0	1086.0	485.0	257.0	4.0	2.0	2.0	2.0
LK-1106020	757400820	1657.0	30.0	1687.0	2391.0	1069.0	565.0	9.0	5.0	5.0	4.0
LK-1106025	757400820	691.0	12.0	703.0	997.0	445.0	236.0	4.0	2.0	2.0	2.0
LK-1106030	757400820	1924.0	34.0	1958.0	2775.0	1240.0	656.0	10.0	6.0	6.0	5.0
LK-1106035	757400820	2749.0	49.0	2798.0	3966.0	1773.0	938.0	15.0	9.0	9.0	7.0
LK-1106040	757400820	1523.0	27.0	1550.0	2197.0	982.0	519.0	8.0	5.0	5.0	4.0
LK-1106045	757400820	1878.0	34.0	1912.0	2710.0	1211.0	641.0	10.0	6.0	6.0	5.0
LK-1106050	757400820	2482.0	44.0	2526.0	3580.0	1600.0	846.0	13.0	8.0	8.0	6.0
LK-1106055	757400820	1207.0	22.0	1229.0	1742.0	778.0	412.0	6.0	4.0	4.0	3.0
LK-1106060	757400820	1516.0	27.0	1543.0	2187.0	977.0	517.0	8.0	5.0	5.0	4.0
LK-1106065	757400820	1317.0	24.0	1341.0	1900.0	849.0	449.0	7.0	4.0	4.0	3.0
LK-1106070	757400820	902.0	16.0	918.0	1302.0	582.0	308.0	5.0	3.0	3.0	2.0
LK-1106075	757400820	1447.0	26.0	1473.0	2088.0	933.0	494.0	8.0	5.0	5.0	4.0
LK-1106080	757400820	1070.0	19.0	1090.0	1544.0	690.0	365.0	6.0	3.0	3.0	3.0
LK-1106085	757400820	1153.0	21.0	1173.0	1663.0	743.0	393.0	6.0	4.0	4.0	3.0
LK-1106090	757400820	1092.0	20.0	1111.0	1575.0	704.0	372.0	6.0	4.0	4.0	3.0
LK-1106095	757400820	1338.0	24.0	1362.0	1930.0	863.0	456.0	7.0	4.0	4.0	3.0
LK-1106100	757400820	732.0	13.0	745.0	1056.0	472.0	250.0	4.0	2.0	2.0	2.0
LK-1106105	757400820	1175.0	21.0	1196.0	1695.0	757.0	401.0	6.0	4.0	4.0	3.0
LK-1106110	757400820	764.0	14.0	777.0	1102.0	492.0	260.0	4.0	2.0	2.0	2.0
LK-1106115	757400820	1913.0	34.0	1947.0	2760.0	1233.0	652.0	10.0	6.0	6.0	5.0
LK-1106120	757400820	1330.0	24.0	1353.0	1918.0	857.0	453.0	7.0	4.0	4.0	3.0
LK-1106125	757400820	3309.0	59.0	3368.0	4774.0	2133.0	1128.0	17.0	11.0	11.0	8.0
LK-1106130	757400820	1050.0	19.0	1069.0	1515.0	677.0	358.0	6.0	3.0	3.0	3.0
LK-1106135	757400820	1537.0	28.0	1565.0	2218.0	991.0	524.0	8.0	5.0	5.0	4.0
LK-1106140	757400820	961.0	17.0	978.0	1386.0	619.0	328.0	5.0	3.0	3.0	2.0
LK-1106145	757400820	1609.0	29.0	1638.0	2321.0	1037.0	549.0	8.0	5.0	5.0	4.0
LK-1106150	757400820	1662.0	30.0	1691.0	2397.0	1071.0	567.0	9.0	5.0	5.0	4.0
LK-1106155	757400820	862.0	15.0	877.0	1243.0	556.0	294.0	5.0	3.0	3.0	2.0
LK-1106160	757400820	679.0	12.0	691.0	980.0	438.0	232.0	4.0	2.0	2.0	2.0
LK-1106165	757400820	2100.0	38.0	2138.0	3030.0	1354.0	716.0	11.0	7.0	7.0	5.0
LK-1106170	757400820	785.0	14.0	799.0	1133.0	506.0	268.0	4.0	3.0	3.0	2.0
LK-1106175	757400820	1265.0	23.0	1287.0	1825.0	815.0	431.0	7.0	4.0	4.0	3.0
LK-1106180	757400820	1090.0	20.0	1110.0	1573.0	703.0	372.0	6.0	4.0	4.0	3.0
LK-1106185	757400820	1319.0	24.0	1342.0	1902.0	850.0	450.0	7.0	4.0	4.0	3.0
LK-1106190	757400820	634.0	11.0	645.0	914.0	409.0	216.0	3.0	2.0	2.0	2.0
LK-1106195	757400820	837.0	15.0	852.0	1207.0	540.0	285.0	4.0	3.0	3.0	2.0
LK-1106200	757400820	841.0	15.0	856.0	1214.0	542.0	287.0	4.0	3.0	3.0	2.0
LK-1106205	757400820	1700.0	30.0	1730.0	2452.0	1096.0	580.0	9.0	5.0	5.0	4.0
LK-1106210	757400820	1035.0	19.0	1053.0	1493.0	667.0	353.0	5.0	3.0	3.0	3.0
LK-1106215	757400820	826.0	15.0	841.0	1191.0	532.0	282.0	4.0	3.0	3.0	2.0
LK-1106220	757400820	1226.0	22.0	1248.0	1769.0	791.0	418.0	6.0	4.0	4.0	3.0
LK-1106225	757400820	711.0	13.0	724.0	1026.0	458.0	242.0	4.0	2.0	2.0	2.0
LK-1106230	757400820	1110.0	20.0	1129.0	1601.0	715.0	378.0	6.0	4.0	4.0	3.0
LK-1109005	757402020	1525.0	29.0	1554.0	2244.0	1029.0	465.0	12.0	10.0	5.0	4.0
LK-1109010	757402020	1230.0	23.0	1253.0	1810.0	829.0	375.0	10.0	8.0	4.0	3.0
LK-1109015	757402020	1271.0	24.0	1295.0	1870.0	857.0	388.0	10.0	9.0	4.0	3.0
LK-1109020	757402020	1325.0	25.0	1350.0	1950.0	894.0	404.0	10.0	9.0	4.0	4.0
LK-1109025	757402020	1289.0	24.0	1313.0	1897.0	869.0	393.0	10.0	9.0	4.0	3.0
LK-1109030	757402020	1300.0	24.0	1325.0	1913.0	877.0	397.0	10.0	9.0	4.0	3.0
LK-1109035	757402020	1179.0	22.0	1201.0	1735.0	795.0	360.0	9.0	8.0	4.0	3.0
LK-1109040	757402020	1688.0	32.0	1719.0	2483.0	1138.0	515.0	13.0	11.0	5.0	4.0
LK-1109045	757402020	1489.0	28.0	1517.0	2190.0	1004.0	454.0	12.0	10.0	5.0	4.0
LK-1109050	757402020	641.0	12.0	653.0	943.0	432.0	196.0	5.0	4.0	2.0	2.0
LK-1109055	757402020	1859.0	35.0	1894.0	2735.0	1254.0	567.0	14.0	13.0	6.0	5.0
LK-1109060	757402020	1677.0	32.0	1708.0	2467.0	1131.0	512.0	13.0	11.0	5.0	4.0
LK-1109065	757402020	956.0	18.0	973.0	1406.0	644.0	292.0	7.0	6.0	3.0	3.0
LK-1109070	757402020	2344.0	44.0	2388.0	3449.0	1581.0	715.0	18.0	16.0	7.0	6.0
LK-1109075	757402020	1344.0	25.0	1370.0	1978.0	907.0	410.0	10.0	9.0	4.0	4.0
LK-1109080	757402020	2801.0	53.0	2854.0	4121.0	1889.0	855.0	22.0	19.0	9.0	7.0
LK-1109085	757402020	876.0	16.0	893.0	1289.0	591.0	267.0	7.0	6.0	3.0	2.0
LK-1109090	757402020	584.0	11.0	595.0	859.0	394.0	178.0	5.0	4.0	2.0	2.0
LK-1109095	757402020	1478.0	28.0	1505.0	2174.0	997.0	451.0	12.0	10.0	5.0	4.0
LK-1109100	757402020	642.0	12.0	654.0	945.0	433.0	196.0	5.0	4.0	2.0	2.0
LK-1109105	757402020	573.0	11.0	583.0	842.0	386.0	175.0	4.0	4.0	2.0	2.0
LK-1109110	757402020	800.0	15.0	816.0	1178.0	540.0	244.0	6.0	5.0	3.0	2.0
LK-1109115	757402020	2112.0	40.0	2152.0	3108.0	1425.0	645.0	16.0	14.0	7.0	6.0
LK-1109120	757402020	1566.0	29.0	1596.0	2305.0	1056.0	478.0	12.0	11.0	5.0	4.0
LK-1109125	757402020	1818.0	34.0	1852.0	2675.0	1226.0	555.0	14.0	12.0	6.0	5.0
LK-1109130	757402020	1569.0	29.0	1598.0	2308.0	1058.0	479.0	12.0	11.0	5.0	4.0
LK-1109135	757402020	1153.0	22.0	1174.0	1696.0	777.0	352.0	9.0	8.0	4.0	3.0
LK-1109140	757402020	852.0	16.0	868.0	1254.0	575.0	260.0	7.0	6.0	3.0	2.0
LK-1109145	757402020	2055.0	39.0	2094.0	3024.0	1386.0	627.0	16.0	14.0	6.0	5.0
LK-1109150	757402020	2823.0	53.0	2876.0	4153.0	1904.0	862.0	22.0	19.0	9.0	8.0
LK-1109155	757402020	2599.0	49.0	2648.0	3825.0	1753.0	793.0	20.0	18.0	8.0	7.0
LK-1109160	757402020	1308.0	25.0	1333.0	1925.0	882.0	399.0	10.0	9.0	4.0	3.0
LK-1109165	757402020	942.0	18.0	960.0	1386.0	635.0	288.0	7.0	6.0	3.0	3.0
LK-1109170	757402020	784.0	15.0	798.0	1153.0	529.0	239.0	6.0	5.0	2.0	2.0
LK-1109175	757402020	752.0	14.0	766.0	1107.0	507.0	230.0	6.0	5.0	2.0	2.0
LK-1109180	757402020	611.0	11.0	622.0	899.0	412.0	186.0	5.0	4.0	2.0	2.0
LK-1109185	757402020	2314.0	43.0	2357.0	3405.0	1561.0	706.0	18.0	16.0	7.0	6.0
LK-1109190	757402020	2265.0	43.0	2308.0	3333.0	1528.0	691.0	18.0	15.0	7.0	6.0
LK-1109195	757402020	1904.0	36.0	1939.0	2801.0	1284.0	581.0	15.0	13.0	6.0	5.0
LK-1109200	757402020	1374.0	26.0	1399.0	2021.0	926.0	419.0	11.0	9.0	4.0	4.0
