entity_id	valid	rejected	polled	electors	IND1	EPRLF	SLMC	IND2	PA	TULF	UNP	DPLF	IND3	NSSP	TELO	IND4	SLPF	IND5	MEP	SMBP	PFF	IND 1	DWC	TKLO
EC-06A	159291	13368	172659	212690	24248				39476		94893						453		221					
EC-20	154663	16305	170968	203178	90			106	77955		67753		64			6592	1896	207						
LK-82	154663	16305	170968	203178	90			106	77955		67753		64			6592	1896	207						
LK-1103	140597.0	8593.0	149188.0	202541.0	2784.0				60199.0		74659.0			474.0			766.0		1280.0				212.0	223.0
EC-14	119942	6682	126624	187991	608	881	26903		23886	28380	34986				3709		589							
LK-53	119942	6682	126624	187991	608	881	26903		23886	28380	34986				3709		589							
LK-1127	101375.0	3964.0	105338.0	145971.0	4664.0				43950.0		47916.0			195.0			995.0		3423.0				73.0	154.0
EC-01B	95710	5995	101705	139012	1526				42060		50136			319			502		878				159	130
EC-13A	85760	4439	90199	112046	88		72		42819	65	42100				151		465							
EC-04B	84443	4352	88795	109246				35	41035		42356						546		425			46		
EC-01J	83792	3010	86802	113173	57				46899		30668			183			1541		4327				23	94
LK-1109	83792.0	3008.0	86801.0	113173.0	57.0				46903.0		30667.0			184.0			1541.0		4328.0				16.0	98.0
LK-1136	83405.0	2926.0	86335.0	110949.0	26.0				49344.0		29583.0			161.0			1421.0		2709.0				47.0	107.0
EC-01N	83403	2932	86335	110948	33				49342		29585			165			1418		2709				46	105
LK-2312	80862.0	6784.0	87646.0	107967.0	12307.0				20039.0		48173.0						227.0		113.0					
LK-2315	78429.0	6582.0	85017.0	104725.0	11938.0				19441.0		46724.0						221.0		111.0					
EC-12B	78157	5805	83962	123893	514	2069	19368	347	7413	28020	13622				6804									
EC-09D	78136	4116	82252	106669	315			126	41739		30056						5151		554	149	46			
LK-1224	76299.0	2459.0	78750.0	100413.0					47818.0		27130.0						1341.0							
EC-02H	76295	2456	78751	100416					47822		27133						1340							
LK-1133	74911.0	2699.0	77611.0	97829.0	98.0				41669.0		30360.0			153.0			993.0		1543.0				39.0	60.0
EC-01O	74910	2701	77611	97831	96				41670		30360			155			992		1543				34	60
LK-1121	74701.0	2082.0	76777.0	101317.0	52.0				41034.0		25269.0			154.0			1139.0		6932.0				33.0	89.0
EC-01M	74698	2082	76780	101317	51				41034		25269			152			1142		6932				29	89
EC-01L	74544	2938	77482	106536	31				40034		29566			169			1180		3409				49	106
LK-1112	74543.0	2934.0	77486.0	106533.0	16.0				40037.0		29569.0			165.0			1179.0		3411.0				53.0	102.0
EC-02J	73735	2685	76420	98091					43413		29173						1149							
LK-1233	73734.0	2689.0	76418.0	98091.0					43415.0		29177.0						1146.0							
LK-1221	73660.0	2568.0	76226.0	97305.0					40839.0		31853.0						968.0							
EC-02I	73659	2567	76226	97305					40838		31851						970							
EC-13D	71822	4536	76358	97721	2420		28851		7959	13532	16717				2235		108							
EC-21H	71719	3490	75209	89903	324			26	41894		28547		35				654		239					
EC-02C	70934	3044	73978	92027					40684		29617						633							
LK-1206	70932.0	3041.0	73979.0	92027.0					40683.0		29613.0						635.0							
LK-1227	70748.0	2635.0	73389.0	91900.0					45629.0		24262.0						842.0							
EC-02G	70747	2638	73385	91907					45629		24269						849							
LK-1215	70194.0	2286.0	72479.0	89197.0					39893.0		29454.0						845.0							
EC-02F	70192	2288	72480	89192					39893		29455						844							
LK-1212	69109.0	2741.0	71846.0	89454.0					37513.0		30491.0						1105.0							
EC-02E	69104	2739	71843	89455					37512		30492						1100							
LK-9112	67463.0	3291.0	70749.0	83491.0	204.0			5.0	35045.0		31616.0		27.0				307.0		244.0					
EC-21B	67458	3291	70749	83492	204			15	35045		31619		29				303		243					
EC-03B	67417	3059	70476	86676					37374		28531						774		707		31			
LK-1303	67176.0	2648.0	69820.0	89557.0					39309.0		25693.0						972.0		1164.0		41.0			
EC-03A	67175	2642	69817	89554					39309		25692						970		1163		41			
EC-18C	66693	2984	69677	87535					33381		32562						750							
EC-01H	66593	2775	69368	90167	42				36939		26796			138			935		1646				26	71
LK-1106	66593.0	2771.0	69363.0	90168.0	46.0				36940.0		26799.0			138.0			935.0		1645.0				24.0	71.0
LK-2130	66554.0	2453.0	69012.0	88077.0				17.0	30907.0		34347.0						426.0		827.0			11.0		
EC-05A	65951	3881	69832	85870	597				34286		30468						600							
LK-1218	64387.0	2626.0	67014.0	85516.0					32309.0		31481.0						595.0							
EC-02A	64386	2627	67013	85516					32311		31482						593							
LK-1324	64379.0	2801.0	67182.0	83848.0					33685.0		29066.0						813.0		777.0		35.0			
EC-03G	64376	2805	67181	83849					33686		29063						809		776		42			
LK-1321	63693.0	3029.0	66719.0	86434.0					34351.0		27482.0						1110.0		727.0		7.0			
EC-03F	63692	3029	66721	86437					34349		27482						1107		727		27			
EC-17E	63602	3160	66762	79687					37744		25091						483		284					
EC-02K	62990	2331	65321	80415					35849		26552						589							
LK-1230	62988.0	2332.0	65317.0	80411.0					35851.0		26553.0						587.0							
EC-20C	62801	6766	69567	84310	23			24	29989		27463		16			4220	1000	66						
EC-02D	62615	2228	64843	77104					32951		29141						523							
LK-1209	62612.0	2231.0	64851.0	77103.0					32953.0		29136.0						520.0							
EC-01K	62134	2882	65016	81213	46				20782		28768			95			476		11846				48	73
EC-16C	61642	2723	64365	83057					31999		29076						356		211					
EC-02L	61304	2373	63677	80600					34719		25537						1048							
LK-1239	61300.0	2370.0	63676.0	80602.0					34718.0		25539.0						1045.0							
EC-03C	61272	2656	63928	77877					32374		27562						515		771		50			
EC-09C	60895	3239	64134	80917	230			113	33090		22882						4054		443	32	51			
EC-07E	60686	2747	63433	74337					33648		26099						601		296		42			
EC-15C	59516	3041	62557	76083					30277		28549						583		107					
EC-03H	59165	3818	62983	78540					31009		27007						693		402		54			
EC-21D	58997	3870	62861	73136	204			14	28292		29959		22				373		133					
EC-03E	58727	4034	62761	80135					30514		26520						969		670		54			
EC-16B	58613	2949	61580	80010					32679		25367						439		128					
EC-07F	58419	2937	61356	74331					33572		23874						505		389		79			
LK-1236	57780.0	2272.0	60050.0	78192.0					32962.0		23504.0						1318.0							
EC-02M	57779	2271	60050	78191					32961		23504						1314							
EC-02B	57743	2566	60309	80589					28830		28624						289							
LK-1203	57742.0	2563.0	60308.0	80589.0					28830.0		28622.0						288.0							
EC-16E	57410	2613	60023	78919					29944		26925						338		203					
EC-21E	57048	3009	60057	69702	171			15	25324		31183		17				237		101					
EC-21A	56743	2797	59540	71614	150			13	30714		25070		29				229		538					
EC-08C	56637	2674	59311	74562					32837		21999						1554		247					
EC-15A	56580	2329	58909	69872					31870		23996						496		218					
EC-21F	56269	2812	59081	66888	222			17	27908		27819		35				140		128					
LK-4	55750	3367	59117	775810	998	3728	10240	12624	5583	3039	7850	11567	77	44										
EC-08A	55607	3330	58937	71106					30743		23930						756		178					
EC-08G	55555	2325	57880	77479					34760		19013						1600		182					
LK-9218	55470.0	1844.0	57315.0	70140.0					26680.0		28353.0						434.0							
EC-22A	55469	1845	57314	70142					26678		28357						434							
EC-15J	55255	2013	57268	69064					28551		26223						277		204					
EC-15I	54901	2229	57130	69233					27109		27173						272		347					
LK-6178	54781.0	2233.0	57019.0	68618.0					30189.0		23923.0						440.0		225.0					
EC-15H	54779	2235	57014	68616					30192		23922						442		223					
EC-07D	54447	2418	56865	71765					31222		22059						940		202		24			
EC-09A	53720	3763	57483	73236	298			117	28181		22078						2679		288	32	47			
LK-9148	53479.0	2598.0	56078.0	67036.0	241.0			15.0	31237.0		21285.0		25.0				486.0		177.0					
LK-3242	53057.0	1635.0	54688.0	73460.0					32631.0		18916.0						1262.0		250.0					
EC-08F	53054	1632	54686	73461					32629		18915						1264		246					
EC-08B	52614	2965	55579	70889					30834		20608						991		181					
LK-1124	52340.0	1485.0	53825.0	71213.0	139.0				28107.0		21214.0			105.0			741.0		1977.0				21.0	37.0
EC-01I	52339	1485	53824	71213	140				28106		21215			104			742		1975				18	39
EC-04L	51280	3117	54397	66812				16	22962		27942						174		156			30		
EC-15B	51207	2365	53572	64434					28351		22471						251		134					
EC-15D	50667	2817	53484	67182					23984		26181						311		191					
EC-16A	50048	2944	52992	73757					26645		23166						150		87					
EC-07I	49975	1808	51783	64320					28027		20576						645		704		23			
EC-07J	49834	1962	51796	66342					29716		18528						819		732		39			
EC-05D	49795	3393	53188	66238	390				22856		26283						266							
EC-08D	49717	2318	52035	69050					32318		16069						1098		232					
EC-15G	49602	1441	51043	61107					25709		23502						213		178					
EC-20B	49561	5328	54889	64229	37			40	27459		20277		21			1215	431	81						
EC-17D	49510	2415	51925	65367					24306		24548						505		151					
EC-06D	49363	2997	52360	63000	1189				21453		26534						107		80					
LK-2309	49356.0	2994.0	52369.0	62997.0	1193.0				21450.0		26530.0						104.0		64.0					
EC-08E	48935	1841	50776	66923					28191		19335						1304		105					
LK-3136	48912.0	2131.0	51039.0	66220.0					27238.0		20413.0						891.0		337.0		3.0			
EC-07G	48910	2132	51042	66221					27243		20412						891		340		24			
EC-12A	48710	4705	53415	73640	91	687	11179	100	2944	23261	6891				3557									
EC-03D	48685	3121	51806	63131					24364		23755						226		305		35			
EC-04M	48612	3148	51760	62996				12	21402		26836						211		129			22		
EC-09B	48331	2333	50664	66091	154			112	25501		18643						3169		680	49	23			
EC-22E	48187	2010	50197	63001					21814		25921						452							
LK-9206	48183.0	2011.0	50196.0	63004.0					21810.0		25921.0						450.0							
EC-16D	47852	1804	49656	64449					26286		21120						282		164					
EC-21C	46861	2541	49402	56593	164			15	21302		25008		19				232		121					
LK-9124	46858.0	2540.0	49402.0	56593.0	163.0			9.0	21301.0		25009.0		18.0				230.0		123.0					
EC-17C	46360	1878	48238	62048					25277		19949						849		285					
LK-6160	46247.0	1748.0	47993.0	60625.0					23743.0		21804.0						496.0		209.0					
EC-15M	46246	1752	47998	60627					23746		21805						491		204					
LK-5112	45869.0	3406.0	49275.0	72712.0	299.0	1215.0	11367.0	205.0	4351.0	16444.0	7997.0				3994.0									
EC-18A	45850	1758	47608	57393					24660		20379						811							
LK-1306	45627.0	2072.0	47695.0	58656.0					25294.0		19307.0						525.0		476.0		10.0			
EC-19A	45380	3083	48463	58235	86			75	16702		27956						319		242					
LK-2136	45368.0	2125.0	47489.0	58452.0				0.0	23098.0		21596.0						351.0		287.0			0.0		
EC-04J	45366	2122	47488	58455				15	23096		21602						350		288			15		
EC-01A	44889	2593	47482	63528	1254				18140		24522			157			268		399				53	96
EC-18B	44856	1626	46482	55264					22287		22261						308							
EC-07H	44842	1418	46260	62011					23347		19885						612		983		15			
LK-3139	44842.0	1419.0	46261.0	62012.0					23346.0		19885.0						610.0		982.0		6.0			
EC-15L	44779	1947	46726	59146					22173		22042						334		230					
LK-2303	44552.0	2604.0	47155.0	56976.0	1612.0				16112.0		26542.0						194.0		88.0					
EC-06B	44548	2607	47155	56977	1610				16112		26542						194		90					
EC-12C	44201	4940	49141	64365	926	1976	79	98	8672	23688	2269				6493									
LK-1131	44040.0	1652.0	45692.0	59748.0	312.0				25968.0		15859.0			116.0			667.0		1061.0				11.0	48.0
EC-01G	44039	1652	45691	59749	311				25967		15860			115			666		1061				9	50
LK-2139	43950.0	2241.0	46184.0	56669.0				0.0	21635.0		21586.0						312.0		380.0			0.0		
EC-04K	43946	2238	46184	56671				17	21635		21586						311		384			13		
LK-9221	43909.0	1914.0	45816.0	56451.0					21534.0		22081.0						288.0							
EC-22H	43907	1910	45817	56451					21536		22082						289							
EC-04C	43754	2731	46485	57482				21	17816		25471						186		240			20		
EC-22G	43687	2604	46291	57328					19340		24145						202							
EC-05C	43685	2630	46315	58638	294				20607		22446						338							
EC-04F	43651	2434	46085	56925				10	20461		22434						318		402			26		
LK-2127	43649.0	2435.0	46086.0	56932.0				1.0	20461.0		22437.0						319.0		398.0			10.0		
EC-15K	43533	1745	45278	55872					20829		22167						263		274					
EC-15E	43142	1777	44919	53579					23974		18802						241		125					
LK-6136	43140.0	1774.0	44925.0	53580.0					23976.0		18803.0						244.0		122.0					
EC-07B	43032	1801	44833	56041					24417		17643						780		172		20			
EC-17A	42979	1746	44725	55792					25041		17389						336		213					
EC-06C	42941	2526	45467	54001	68				17904		24783						130		56					
LK-2306	42940.0	2525.0	45467.0	54001.0	59.0				17897.0		24778.0						136.0		30.0					
EC-19H	42404	3255	45659	56426	112			466	19545		21713						396		172					
EC-11	42271	3009	45280	179435	624	3465	8142	1880	5583	3039	7850	11567	77	44										
EC-04H	42114	1610	43724	55740				17	20318		21005						286		474			14		
EC-22C	41938	1624	43562	54933					23084		18311						543							
LK-9212	41936.0	1622.0	43558.0	54930.0					23080.0		18310.0						545.0							
EC-22B	41677	1709	43386	54044					20730		20647						300							
LK-9215	41676.0	1712.0	43386.0	54044.0					20730.0		20648.0						295.0							
EC-15F	41632	1747	43379	52667					21295		20011						189		137					
LK-1309	41529.0	1796.0	43332.0	52781.0					21943.0		18683.0						352.0		521.0		35.0			
EC-14C	41312	2210	43522	61949	200	252	18677		856	6817	13773				651		86							
LK-5327	41311.0	2210.0	43521.0	61948.0	201.0	251.0	18673.0		856.0	6816.0	13773.0				652.0		86.0							
EC-17B	41098	1552	42650	51975					22825		17966						234		73					
LK-8130	40571.0	3301.0	43871.0	53644.0	66.0			990.0	18811.0		19934.0						611.0		154.0					
EC-19G	40569	3300	43869	53643	65			992	18811		19935						612		154					
EC-22I	40283	2125	42408	52714					16305		23725						253							
EC-17G	40273	1976	42249	50969					20987		18886						252		148					
LK-1130	40237.0	1275.0	41507.0	55302.0	812.0				20882.0		16943.0			69.0			327.0		1146.0				14.0	44.0
EC-01F	40235	1273	41508	55301	813				20882		16942			71			327		1145				11	44
EC-01D	39933	1618	41551	57049	1593				18211		17858			58			493		1615				18	87
LK-1115	39487.0	1834.0	41318.0	51614.0	20.0				13206.0		18281.0			62.0			302.0		7528.0				22.0	51.0
EC-05B	39208	2618	41826	48525	437				20648		17970						153							
EC-14B	38812	2110	40922	67509	352	408	5710		5156	18548	5703				2736		199							
EC-20A	38754	4140	42894	50852	28			42	18546		18526		27			1104	422	59						
EC-07C	38645	1975	40620	53066					21880		15830						805		105		25			
EC-13B	38472	2180	40652	51991	344		21997		889	4355	9874				969		44							
EC-13C	38335	1454	39789	50248	358		22653		584	6294	7631				789		26							
EC-22D	37791	1560	39351	49996					19346		17976						469							
LK-9203	37788.0	1561.0	39355.0	50000.0					19349.0		17978.0						467.0							
LK-2145	37735.0	2613.0	40344.0	50375.0				0.0	15365.0		22141.0						94.0		102.0			1.0		
EC-04G	37734	2611	40345	50376				13	15365		22141						92		107			16		
LK-8127	37108.0	3095.0	40198.0	47124.0	79.0			189.0	16793.0		19313.0						525.0		210.0					
EC-19F	37102	3095	40197	47127	77			192	16792		19310						520		211					
LK-8124	36896.0	3418.0	40314.0	48804.0	77.0			166.0	15337.0		20676.0						465.0		168.0					
EC-19E	36894	3419	40313	48807	76			167	15341		20677						465		168					
EC-21G	36259	1716	37975	43279	116			11	18312		17674		16				75		55					
EC-14A	36154	2311	38465	54632	35	188	1870		17183	1765	14556				271		286							
EC-15N	36084	2243	38327	49109					18300		17193						466		125					
LK-6163	36083.0	2244.0	38324.0	49111.0					18304.0		17201.0						472.0		125.0					
LK-3330	36079.0	1743.0	37821.0	49338.0	115.0			85.0	19033.0		13915.0						2369.0		509.0	33.0	1.0			
EC-01C	36018	1524	37542	52007	258				16764		17076			93			414		1345				32	36
LK-2133	35550.0	1826.0	37378.0	45982.0				0.0	17270.0		17830.0						230.0		179.0			1.0		
EC-04D	34916	2149	37065	42700				17	16590		18116						93		75			25		
EC-19I	34892	3780	38672	48853	75			349	14491		19574						311		92					
EC-19C	34712	3731	38443	45788	64			151	13012		21180						243		62					
LK-6130	34413.0	1909.0	36327.0	45624.0					16287.0		17779.0						214.0		128.0					
LK-7139	34137.0	1666.0	35802.0	45069.0					16756.0		16929.0						348.0		103.0					
LK-9118	34116.0	2240.0	36353.0	42294.0	118.0			1.0	16358.0		17327.0		5.0				216.0		79.0					
LK-2112	33754.0	2107.0	35861.0	44340.0				5.0	13744.0		19644.0						142.0		186.0			4.0		
EC-04A	33375	1648	35023	43462				10	14762		18240						144		205			14		
EC-22F	33079	1406	34485	42338					15383		17392						304							
LK-9209	33079.0	1405.0	34483.0	42338.0					15384.0		17393.0						300.0							
LK-1330	32864.0	2257.0	35127.0	44845.0					17078.0		14840.0						544.0		376.0		27.0			
LK-9142	32548.0	1716.0	34263.0	39767.0	96.0			0.0	14448.0		17788.0		2.0				135.0		61.0					
LK-3239	32391.0	1356.0	33745.0	45172.0					20268.0		11088.0						934.0		107.0					
LK-6172	32311.0	1313.0	33621.0	40745.0					15953.0		15987.0						153.0		205.0					
EC-17F	32060	1673	33733	41088					17881		13762						290		127					
LK-2142	31873.0	1937.0	33810.0	41527.0				2.0	14272.0		17369.0						110.0		97.0			17.0		
LK-1312	31774.0	2038.0	33811.0	41206.0					15898.0		15503.0						148.0		202.0		15.0			
EC-07A	31678	1380	33058	43988					16907		14239						421		99		12			
LK-3106	31676.0	1380.0	33056.0	43990.0					16908.0		14237.0						421.0		99.0		0.0			
LK-3133	31138.0	1305.0	32439.0	40551.0					17669.0		12768.0						564.0		125.0		6.0			
LK-2218	31119.0	1874.0	32988.0	41768.0	207.0				14677.0		15988.0						239.0							
LK-3206	30736.0	1841.0	32574.0	39302.0					16994.0		13223.0						420.0		98.0					
LK-3112	30725.0	1367.0	32089.0	40499.0					17619.0		12451.0						533.0		114.0		2.0			
LK-3145	30343.0	1100.0	31439.0	39046.0					17015.0		12493.0						391.0		426.0		2.0			
LK-6245	29963.0	1362.0	31327.0	41184.0					15629.0		14054.0						176.0		107.0					
LK-6184	29330.0	1070.0	30396.0	36657.0					15160.0		13921.0						148.0		104.0					
LK-3154	28984.0	1143.0	30125.0	38586.0					17284.0		10774.0						476.0		430.0		11.0			
EC-19D	28961	1937	30898	40039	30			116	14070		14147						340		258					
LK-7115	28961.0	1176.0	30131.0	38759.0					15789.0		12461.0						528.0		179.0					
LK-8121	28960.0	1938.0	30898.0	40039.0	31.0			114.0	14069.0		14146.0						338.0		258.0					
LK-6127	28957.0	1476.0	30435.0	37014.0					14729.0		13891.0						283.0		58.0					
LK-5315	28947.0	1572.0	30522.0	50350.0	262.0	304.0	4259.0		3846.0	13834.0	4254.0				2043.0		149.0							
LK-7206	28828.0	1047.0	29876.0	35517.0					14325.0		14305.0						199.0							
LK-6145	28640.0	1199.0	29836.0	36225.0					14647.0		13766.0						131.0		89.0					
LK-2233	28373.0	1932.0	30309.0	37746.0	223.0				13024.0		14975.0						146.0							
LK-7215	28069.0	1255.0	29325.0	36834.0					14049.0		13705.0						316.0							
LK-6106	27758.0	1146.0	28897.0	34280.0					15632.0		11770.0						240.0		104.0					
LK-2206	27735.0	1634.0	29371.0	36118.0	250.0				14423.0		12821.0						251.0							
LK-6248	27447.0	1245.0	28696.0	37734.0					14316.0		12874.0						160.0		96.0					
EC-19B	27441	2744	30185	36342	87			80	12646		14340						195		93					
LK-7203	27241.0	1046.0	28286.0	34104.0					14652.0		12110.0						480.0							
LK-7212	27125.0	1213.0	28339.0	35603.0					13578.0		13247.0						303.0							
LK-8103	26992.0	1830.0	28825.0	34641.0	49.0			40.0	9935.0		16630.0						190.0		146.0					
LK-6142	26991.0	784.0	27774.0	33256.0					13990.0		12785.0						116.0		96.0					
LK-2203	26869.0	1585.0	28454.0	34987.0	242.0				13971.0		12412.0						243.0							
LK-3309	26730.0	1406.0	28136.0	36495.0	110.0			47.0	14283.0		10280.0						1765.0		190.0	52.0	6.0			
LK-3109	26299.0	1346.0	27642.0	36110.0					14887.0		10773.0						546.0		73.0		11.0			
LK-6242	26263.0	991.0	27256.0	35376.0					14424.0		11590.0						158.0		90.0					
LK-2124	26066.0	1766.0	27824.0	32985.0				0.0	12459.0		13406.0						101.0		74.0			2.0		
EC-04E	26064	1766	27830	32992				15	12457		13408						99		68			17		
LK-3248	25996.0	981.0	26970.0	35545.0					14976.0		10270.0						690.0		56.0					
LK-6181	25926.0	945.0	26870.0	32405.0					13394.0		12302.0						130.0		95.0					
LK-1327	25859.0	1773.0	27638.0	35285.0					13436.0		11678.0						429.0		295.0		21.0			
LK-9230	25750.0	1356.0	27114.0	33703.0					10426.0		15169.0						162.0							
LK-5203	25619.0	1325.0	26945.0	33470.0	26.0		22.0		12791.0	18.0	12578.0				44.0		139.0							
LK-2109	25551.0	1317.0	26872.0	33062.0				4.0	12417.0		12820.0						162.0		126.0			6.0		
EC-01E	25425	821	26246	36915	2813				8977		12983			44			90		462				25	31
LK-8133	25095.0	1928.0	27022.0	33391.0	69.0			275.0	11568.0		12850.0						231.0		104.0					
LK-9103	25086.0	1236.0	26326.0	31662.0	66.0			0.0	13576.0		11084.0		2.0				105.0		240.0					
LK-3127	25069.0	1258.0	26334.0	31898.0					14409.0		10247.0						214.0		168.0		28.0			
LK-3218	24958.0	1179.0	26137.0	32857.0					14469.0		9694.0						686.0		105.0					
LK-9115	24880.0	1633.0	26509.0	30841.0	88.0			0.0	11925.0		12634.0		2.0				156.0		57.0					
LK-3203	24874.0	1490.0	26361.0	31803.0					13750.0		10705.0						339.0		78.0					
LK-5212	24826.0	1284.0	26113.0	32441.0	20.0		14.0		12395.0	10.0	12189.0				44.0		138.0							
EC-02P	24805	740	25545	26661					15618		8801						386							
LK-9227	24672.0	1468.0	26140.0	32375.0					10918.0		13635.0						112.0							
EC-04I	24443	843	25286	32335				7	10591		13342						140		355			8		
LK-2121	24352.0	1499.0	25855.0	29782.0				0.0	11567.0		12636.0						63.0		51.0			8.0		
LK-9136	23950.0	1198.0	25145.0	28468.0	96.0			2.0	11878.0		11841.0		15.0				59.0		56.0					
LK-3103	23722.0	1055.0	24775.0	31265.0					13605.0		9610.0						409.0		89.0		1.0			
LK-2106	23347.0	1198.0	24551.0	30205.0				0.0	11344.0		11705.0						153.0		116.0			0.0		
EC-01P	23271	354	23625	24727	187				13835		7496			32			268		1442				9	2
LK-6203	23207.0	1365.0	24576.0	34206.0					12356.0		10746.0						72.0		42.0					
LK-3221	23163.0	971.0	24134.0	32308.0					14494.0		7925.0						670.0		76.0					
LK-3245	22944.0	866.0	23806.0	31373.0					13216.0		9067.0						610.0		47.0					
LK-3315	22922.0	1218.0	24144.0	30463.0	88.0			48.0	12455.0		8614.0						1527.0		166.0	0.0	5.0			
LK-3333	22789.0	1211.0	24002.0	30282.0	88.0			44.0	12385.0		8564.0						1518.0		168.0	0.0	2.0			
LK-1339	22747.0	1469.0	24212.0	30192.0					11919.0		10380.0						271.0		156.0		3.0			
LK-1118	22645.0	1050.0	23697.0	29599.0	7.0				7574.0		10489.0			35.0			175.0		4319.0				10.0	28.0
LK-9133	22631.0	1071.0	23703.0	27015.0	76.0			0.0	11430.0		11030.0		2.0				46.0		36.0					
LK-6175	22612.0	655.0	23265.0	27856.0					11717.0		10714.0						99.0		80.0					
LK-6169	22593.0	918.0	23511.0	28488.0					11158.0		11182.0						113.0		144.0					
LK-3312	22312.0	1175.0	23486.0	30461.0	91.0			37.0	11918.0		8583.0						1469.0		160.0	43.0	7.0			
LK-3115	22296.0	1007.0	23306.0	27312.0					12363.0		9587.0						218.0		107.0		13.0			
LK-6224	22294.0	1119.0	23426.0	30437.0					12431.0		9652.0						167.0		50.0					
LK-6215	22147.0	1303.0	23450.0	32638.0					11792.0		10251.0						66.0		40.0					
LK-3209	22066.0	1245.0	23309.0	29727.0					12932.0		8644.0						415.0		77.0					
LK-7154	21924.0	1076.0	22998.0	27747.0					11426.0		10281.0						136.0		83.0					
LK-6124	21861.0	1116.0	22978.0	27944.0					11121.0		10481.0						215.0		47.0					
LK-7109	21859.0	886.0	22746.0	28375.0					12735.0		8844.0						171.0		108.0					
LK-7148	21814.0	1084.0	22894.0	27327.0					12940.0		8603.0						165.0		98.0					
LK-1318	21793.0	991.0	22779.0	28018.0					12084.0		9221.0						248.0		229.0		1.0			
EC-11C	21697	1766	23463	72434	502	1465	1412	66	4869	1756	4497	7080	24	26										
LK-44	21697	1766	23463	72434	502	1465	1412	66	4869	1756	4497	7080	24	26										
LK-6239	21588.0	816.0	22405.0	29079.0					11857.0		9530.0						131.0		75.0					
LK-6154	21569.0	934.0	22507.0	28491.0					10681.0		10615.0						164.0		110.0					
LK-2151	21548.0	1398.0	22947.0	27929.0				0.0	9485.0		11897.0						94.0		62.0			1.0		
LK-3227	21484.0	999.0	22486.0	29843.0					13967.0		6944.0						476.0		100.0					
